,Start,End,sentiment,sentiment_test,indico_sentiment,bad_bag,good_bag,lastweek,delta
0,2019-02-18,2019-02-24 00:00:00,0.14935234777388062,0.07638224506974507,0.9560736417770386,6.081324025866912e-06,4.247907905356612e-05,1638.01,1
0,2019-02-25,2019-03-03 00:00:00,0.14943961200491052,0.07492769961519961,0.9401494264602661,5.998011428518699e-06,4.297141173365091e-05,1627.58,1
0,2019-03-04,2019-03-10 00:00:00,0.14943961200491052,0.07492769961519961,0.9401494264602661,5.998011428518699e-06,4.297141173365091e-05,1636.4,0
0,2019-03-11,2019-03-17 00:00:00,0.14943961200491052,0.07492769961519961,0.9401494264602661,5.998011428518699e-06,4.297141173365091e-05,1692.43,1
0,2019-03-18,2019-03-24 00:00:00,0.14943961200491052,0.07492769961519961,0.9401494264602661,5.998011428518699e-06,4.297141173365091e-05,1673.1,1
0,2019-03-25,2019-03-31 00:00:00,0.14943961200491052,0.07492769961519961,0.9401494264602661,5.998011428518699e-06,4.297141173365091e-05,1761.85,1
0,2019-04-01,2019-04-07 00:00:00,0.14943961200491052,0.07492769961519961,0.9401494264602661,5.998011428518699e-06,4.297141173365091e-05,1783.76,1
0,2019-04-08,2019-04-14 00:00:00,0.1053124718163781,0.09788399553830583,0.7142351269721985,5.492943955254001e-06,3.0186904603026318e-05,1813.98,1
0,2019-04-15,2019-04-21 00:00:00,0.10096162965143139,0.08590205876404737,0.9233825206756592,5.98659946971332e-06,2.4454626885277056e-05,1835.84,1
0,2019-04-22,2019-04-28 00:00:00,0.15357745547865312,0.15664549302549305,0.9332447648048401,4.874561289483947e-06,4.972327914216534e-05,1863.04,1
0,2019-04-29,2019-05-05 00:00:00,0.1619332258155788,0.1104089911014911,0.8205589056015015,6.76744423453897e-06,3.052251493314043e-05,1923.77,1
0,2019-05-06,2019-05-12 00:00:00,0.1146115015121864,0.13942604340104342,0.7099131345748901,6.863129277002539e-06,1.9882999593503118e-05,1926.52,0
0,2019-05-13,2019-05-19 00:00:00,0.10648647058221532,0.10499930555555556,0.9503694176673889,6.469580839589854e-06,3.724542750301688e-05,1921.0,1
0,2019-05-20,2019-05-26 00:00:00,0.15891741420091932,0.17853235329485334,0.8566704988479614,5.5326182424254995e-06,4.349797316175056e-05,1840.12,0
0,2019-05-27,2019-06-02 00:00:00,0.16895435723696597,0.17211541005291014,0.7585602402687073,5.539836270139036e-06,4.975289395999867e-05,1857.52,0
0,2019-06-03,2019-06-09 00:00:00,0.09408728861066992,0.11233964195526694,0.9090242981910706,7.52476806349515e-06,2.0793671330610134e-05,1836.43,1
0,2019-06-10,2019-06-16 00:00:00,0.09224561945990523,0.07822550084175078,0.9535598754882812,6.7248849564323526e-06,2.6363218038193113e-05,1729.56,1
0,2019-06-17,2019-06-23 00:00:00,0.13814770374552976,0.12722829861111115,0.873487114906311,5.922929025085883e-06,2.727867898450571e-05,1863.7,1
0,2019-06-24,2019-06-30 00:00:00,0.20977093400785254,0.1926537232608661,0.9680753946304321,3.416673473320852e-06,4.7590026835092745e-05,1901.37,0
0,2018-12-24,2018-12-30 00:00:00,0.0817879304995346,0.0745678138528139,0.7795190215110779,4.188292755220063e-06,2.1432919249333436e-05,140.82,1
0,2018-12-31,2019-01-06 00:00:00,0.0817879304995346,0.0745678138528139,0.7795190215110779,4.188292755220063e-06,2.1432919249333436e-05,138.0,0
0,2019-01-07,2019-01-13 00:00:00,0.0817879304995346,0.0745678138528139,0.7795190215110779,4.188292755220063e-06,2.1432919249333436e-05,136.7,1
0,2019-01-14,2019-01-20 00:00:00,0.0817879304995346,0.0745678138528139,0.7795190215110779,4.188292755220063e-06,2.1432919249333436e-05,146.79,1
0,2019-01-21,2019-01-27 00:00:00,0.0817879304995346,0.0745678138528139,0.7795190215110779,4.188292755220063e-06,2.1432919249333436e-05,150.88,1
0,2019-01-28,2019-02-03 00:00:00,0.0817879304995346,0.0745678138528139,0.7760072350502014,4.188292755220063e-06,2.1432919249333436e-05,152.15,1
0,2019-02-04,2019-02-10 00:00:00,0.0817879304995346,0.0745678138528139,0.7760072350502014,4.188292755220063e-06,2.1432919249333436e-05,156.88,1
0,2019-02-11,2019-02-17 00:00:00,0.0817879304995346,0.0745678138528139,0.7760072350502014,4.188292755220063e-06,2.1432919249333436e-05,171.83,0
0,2019-02-18,2019-02-24 00:00:00,0.0817879304995346,0.0745678138528139,0.7754251956939697,4.188292755220063e-06,2.1432919249333436e-05,168.71,1
0,2019-02-25,2019-03-03 00:00:00,0.0817879304995346,0.0745678138528139,0.7795190215110779,4.188292755220063e-06,2.1432919249333436e-05,170.18,1
0,2019-03-04,2019-03-10 00:00:00,0.0817879304995346,0.0745678138528139,0.7754251956939697,4.188292755220063e-06,2.1432919249333436e-05,183.54,0
0,2019-03-11,2019-03-17 00:00:00,0.0817879304995346,0.0745678138528139,0.7793158292770386,4.188292755220063e-06,2.1432919249333436e-05,185.0,1
0,2019-03-18,2019-03-24 00:00:00,0.0817879304995346,0.0745678138528139,0.7787452936172485,4.188292755220063e-06,2.1432919249333436e-05,180.63,0
0,2019-03-25,2019-03-31 00:00:00,0.0817879304995346,0.0745678138528139,0.7795190215110779,4.188292755220063e-06,2.1432919249333436e-05,182.14,1
0,2019-04-01,2019-04-07 00:00:00,0.0817879304995346,0.0745678138528139,0.7754251956939697,4.188292755220063e-06,2.1432919249333436e-05,178.08,1
0,2019-04-08,2019-04-14 00:00:00,0.09365779497312597,0.06113390151515152,0.9826422333717346,5.878775134590035e-06,3.083578515429926e-05,181.74,1
0,2019-04-15,2019-04-21 00:00:00,0.09998376623376626,0.08453886198677867,0.5722907781600952,4.398016054957609e-06,3.291523668249524e-05,187.19,0
0,2019-04-22,2019-04-28 00:00:00,0.08993402899652904,0.09661497053872052,0.9609435796737671,5.596259342439527e-06,2.6779007870415727e-05,185.78,1
0,2019-04-29,2019-05-05 00:00:00,0.08572905439231969,0.056988961038961033,0.8931500315666199,3.1108311363088433e-06,1.3796623966115492e-05,187.29,1
0,2019-05-06,2019-05-12 00:00:00,0.09031300879414085,0.08483397306397306,0.6213492155075073,3.7836038069540476e-06,1.654066991151461e-05,185.57,0
0,2019-05-13,2019-05-19 00:00:00,0.13000748365110068,0.10341832010582008,0.8244757056236267,8.82574071407965e-06,4.036560967482933e-05,181.43,0
0,2019-05-20,2019-05-26 00:00:00,0.1518257338586059,0.11991216834241027,0.9699081778526306,3.5487360677453717e-06,3.9100943882030236e-05,174.84,0
0,2019-05-27,2019-06-02 00:00:00,0.11505867715051395,0.09401501322751321,0.5142939686775208,5.791440945255825e-06,4.006891853988861e-05,163.43,0
0,2019-06-03,2019-06-09 00:00:00,0.10356683387933388,0.07283750000000003,0.7014977335929871,4.610637302529778e-06,3.590922148807814e-05,154.81,1
0,2019-06-10,2019-06-16 00:00:00,0.09149443626247748,0.0828240036418608,0.9029127955436707,5.518955681130194e-06,2.202905191366374e-05,154.15,0
0,2019-06-17,2019-06-23 00:00:00,0.12312161263932925,0.11479901996152,0.9716039299964905,3.6044583661804137e-06,3.094040259651859e-05,162.65,1
0,2019-06-24,2019-06-30 00:00:00,0.111281305606459,0.09336333874458877,0.9694030284881592,3.819582563278206e-06,2.831392740309014e-05,165.51,1
0,2018-12-24,2018-12-30 00:00:00,0.061849893192687966,0.07469090909090907,0.9643318057060242,3.950999290899601e-06,1.6600541177642393e-05,132.32,1
0,2018-12-31,2019-01-06 00:00:00,0.061849893192687966,0.07469090909090907,0.9643318057060242,3.950999290899601e-06,1.6600541177642393e-05,130.84,1
0,2019-01-07,2019-01-13 00:00:00,0.061849893192687966,0.07469090909090907,0.9643318057060242,3.950999290899601e-06,1.6600541177642393e-05,135.55,1
0,2019-01-14,2019-01-20 00:00:00,0.061849893192687966,0.07469090909090907,0.9676641225814819,3.950999290899601e-06,1.6600541177642393e-05,145.72,1
0,2019-01-21,2019-01-27 00:00:00,0.061558772377549684,0.07469090909090907,0.9644720554351807,3.950999290899601e-06,1.6600541177642393e-05,149.19,0
0,2019-01-28,2019-02-03 00:00:00,0.061849893192687966,0.07469090909090907,0.9645605087280273,3.950999290899601e-06,1.6600541177642393e-05,148.95,1
0,2019-02-04,2019-02-10 00:00:00,0.061849893192687966,0.07469090909090907,0.9676641225814819,3.950999290899601e-06,1.6600541177642393e-05,145.18,1
0,2019-02-11,2019-02-17 00:00:00,0.061849893192687966,0.07469090909090907,0.9677819013595581,3.950999290899601e-06,1.6600541177642393e-05,158.99,1
0,2019-02-18,2019-02-24 00:00:00,0.061849893192687966,0.07469090909090907,0.9677819013595581,3.950999290899601e-06,1.6600541177642393e-05,162.79,1
0,2019-02-25,2019-03-03 00:00:00,0.061849893192687966,0.07469090909090907,0.9677819013595581,3.950999290899601e-06,1.6600541177642393e-05,160.61,1
0,2019-03-04,2019-03-10 00:00:00,0.061849893192687966,0.07469090909090907,0.9645605087280273,3.950999290899601e-06,1.6600541177642393e-05,163.0,0
0,2019-03-11,2019-03-17 00:00:00,0.061558772377549684,0.07469090909090907,0.9674296975135803,3.950999290899601e-06,1.6600541177642393e-05,156.97,1
0,2019-03-18,2019-03-24 00:00:00,0.061558772377549684,0.07469090909090907,0.9674296975135803,3.950999290899601e-06,1.6600541177642393e-05,158.28,1
0,2019-03-25,2019-03-31 00:00:00,0.061849893192687966,0.07469090909090907,0.967690646648407,3.950999290899601e-06,1.6600541177642393e-05,163.93,0
0,2019-04-01,2019-04-07 00:00:00,0.03571456755050505,0.05007575757575757,0.8367427587509155,2.7058708700437867e-06,1.4143580485973425e-05,159.4,0
0,2019-04-08,2019-04-14 00:00:00,0.031462842712842685,0.05870717455944727,0.49275463819503784,2.112579353761976e-06,1.0038588333554183e-05,160.51,1
0,2019-04-15,2019-04-21 00:00:00,0.09157414769659668,0.08166326336137657,0.8258695006370544,1.0915898460312522e-06,2.7837082867364773e-05,156.97,0
0,2019-04-22,2019-04-28 00:00:00,0.115635920304595,0.11877207090748754,0.9776973724365234,1.8900376117484737e-06,2.305151804724304e-05,158.69,1
0,2019-04-29,2019-05-05 00:00:00,0.08917112299465241,0.1218308080808081,0.9132946729660034,3.942696844068311e-06,1.8360270473013026e-05,161.23,0
0,2019-05-06,2019-05-12 00:00:00,0.09593329124579125,0.06829632532218739,0.905097484588623,2.953937044216745e-06,1.4738393515106853e-05,165.35,1
0,2019-05-13,2019-05-19 00:00:00,0.09155170509762345,0.10754751953027815,0.7947937250137329,3.1847133757961785e-06,2.824858757062147e-05,156.9,0
0,2019-05-20,2019-05-26 00:00:00,0.11812298240133295,0.09711473711473712,0.9798744916915894,1.3549089026999269e-06,1.802717777321089e-05,158.07,1
0,2019-05-27,2019-06-02 00:00:00,0.11737252450614523,0.12103777948725683,0.9402943253517151,4.76812982028124e-06,1.4097860297253384e-05,155.78,0
0,2019-06-03,2019-06-09 00:00:00,0.11552970797816163,0.09943662968975472,0.4780270755290985,4.691362479926382e-06,3.2809974232166576e-05,155.19,1
0,2019-06-10,2019-06-16 00:00:00,0.10862154710369003,0.10461854357062693,0.9850085973739624,2.9505161559200262e-06,2.944265062369348e-05,150.81,0
0,2019-06-17,2019-06-23 00:00:00,0.16094047619047622,0.17410247747747745,0.8642756342887878,2.979848772674787e-06,4.4603033006244425e-05,150.15,1
0,2019-06-24,2019-06-30 00:00:00,0.1717634418721375,0.18157537678371008,0.9940956234931946,1.5999564811837118e-06,5.534764708637213e-05,150.59,0
0,2018-12-24,2018-12-30 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,143.66,1
0,2018-12-31,2019-01-06 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,134.18,1
0,2019-01-07,2019-01-13 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,135.68,1
0,2019-01-14,2019-01-20 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,142.53,1
0,2019-01-21,2019-01-27 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,148.95,0
0,2019-01-28,2019-02-03 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,147.57,1
0,2019-02-04,2019-02-10 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,144.19,1
0,2019-02-11,2019-02-17 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,171.16,0
0,2019-02-18,2019-02-24 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,165.04,1
0,2019-02-25,2019-03-03 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,162.29,0
0,2019-03-04,2019-03-10 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,164.13,1
0,2019-03-11,2019-03-17 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,171.26,0
0,2019-03-18,2019-03-24 00:00:00,0.03440000889053022,0.019521073833573828,0.7859629988670349,4.623378837494736e-06,2.3067917716737504e-05,171.92,1
0,2019-03-25,2019-03-31 00:00:00,0.03440000889053022,0.019521073833573828,0.8027468919754028,4.623378837494736e-06,2.3067917716737504e-05,161.57,1
0,2019-04-01,2019-04-07 00:00:00,0.03440000889053022,0.019521073833573828,0.7922335267066956,4.623378837494736e-06,2.3067917716737504e-05,167.68,1
0,2019-04-08,2019-04-14 00:00:00,0.07035550111897415,0.06236989538239536,0.7637152075767517,4.843076509672873e-06,5.196576079952441e-06,174.2,1
0,2019-04-15,2019-04-21 00:00:00,0.11861332260757548,0.11293004968516328,0.7381508350372314,5.718453916243268e-06,3.0079924127814906e-05,177.58,0
0,2019-04-22,2019-04-28 00:00:00,0.10014968019293281,0.07989975348725353,0.6079089641571045,6.730242531767679e-06,2.901968197745088e-05,178.87,1
0,2019-04-29,2019-05-05 00:00:00,0.06619747306956611,0.026658261183261183,0.7934713959693909,7.079705945952601e-06,2.6620633448211605e-05,183.78,1
0,2019-05-06,2019-05-12 00:00:00,0.04038561112090523,0.010868857623857612,0.6973875761032104,5.6399444613890145e-06,1.283577904292482e-05,193.4,0
0,2019-05-13,2019-05-19 00:00:00,0.08186833491711544,0.07615948773448773,0.6076006889343262,6.68571237551075e-06,3.421306528537118e-05,189.77,1
0,2019-05-20,2019-05-26 00:00:00,0.06582840095008237,0.04136390993265996,0.8593834638595581,7.108045380234071e-06,2.3643286540185365e-05,180.73,0
0,2019-05-27,2019-06-02 00:00:00,0.09914310632094135,0.05610529100529101,0.562941312789917,9.786975429956038e-06,3.885493457669124e-05,184.82,0
0,2019-06-03,2019-06-09 00:00:00,0.13307152477152476,0.10803549783549783,0.9677436351776123,1.0085481874683438e-05,2.4666946883183258e-05,184.31,0
0,2019-06-10,2019-06-16 00:00:00,0.09979539328595939,0.07498205146705147,0.8090472221374512,6.244536030972898e-06,3.011797939514789e-05,167.5,1
0,2019-06-17,2019-06-23 00:00:00,0.07969232670621561,0.042399025974025964,0.9448058605194092,6.701218804600632e-06,2.0659090217159657e-05,178.1,1
0,2019-06-24,2019-06-30 00:00:00,0.13214663243733016,0.12886098685265351,0.8935451507568359,4.142019863127667e-06,4.7508556290988005e-05,188.47,1
0,2018-12-24,2018-12-30 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1043.41,1
0,2018-12-31,2019-01-06 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1047.85,1
0,2019-01-07,2019-01-13 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1054.68,0
0,2019-01-14,2019-01-20 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1085.37,1
0,2019-01-21,2019-01-27 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1086.51,1
0,2019-01-28,2019-02-03 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1078.63,1
0,2019-02-04,2019-02-10 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1070.06,0
0,2019-02-11,2019-02-17 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1151.87,1
0,2019-02-18,2019-02-24 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1127.58,0
0,2019-02-25,2019-03-03 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1126.51,1
0,2019-03-04,2019-03-10 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1122.01,0
0,2019-03-11,2019-03-17 00:00:00,0.12209006472593432,0.11234208904521409,0.9695442914962769,5.379390068730292e-06,2.8933863279881827e-05,1169.19,1
0,2019-03-18,2019-03-24 00:00:00,0.1296831302347316,0.12355588774651279,0.9766110181808472,5.574990592203376e-06,3.4769869821607386e-05,1197.25,1
0,2019-03-25,2019-03-31 00:00:00,0.1296831302347316,0.12355588774651279,0.9766110181808472,5.574990592203376e-06,3.4769869821607386e-05,1202.46,0
0,2019-04-01,2019-04-07 00:00:00,0.12555051528455777,0.12302553060365566,0.9887016415596008,5.794602212147341e-06,3.4693953075272e-05,1189.84,1
0,2019-04-08,2019-04-14 00:00:00,0.12846765247739284,0.14030050857872284,0.9720128178596497,4.21748218370941e-06,4.242762668068147e-05,1205.54,1
0,2019-04-15,2019-04-21 00:00:00,0.11104504941255727,0.09931850889685709,0.9860706329345703,4.5007499807419835e-06,2.4759259387214088e-05,1202.69,1
0,2019-04-22,2019-04-28 00:00:00,0.142609341982407,0.13332222823472822,0.9762210845947266,8.077171605280163e-06,3.2798508295929076e-05,1231.91,1
0,2019-04-29,2019-05-05 00:00:00,0.09831098405799603,0.08201754569504573,0.9922001361846924,5.5237854200186e-06,1.8039542677549187e-05,1270.59,0
0,2019-05-06,2019-05-12 00:00:00,0.11627519501432544,0.1188405275280275,0.7690753936767578,6.480050470335949e-06,1.7243524132927863e-05,1198.96,0
0,2019-05-13,2019-05-19 00:00:00,0.09762068098387322,0.09934583204493917,0.9604997634887695,5.375043672229837e-06,1.7513978343965777e-05,1178.86,1
0,2019-05-20,2019-05-26 00:00:00,0.193293452579167,0.17074272830344267,0.8686086535453796,5.541643720798135e-06,3.3025809285935923e-05,1124.86,0
0,2019-05-27,2019-06-02 00:00:00,0.11394241997038053,0.1147371192365835,0.8965551853179932,1.1854849629919188e-05,1.9036352634835166e-05,1154.44,0
0,2019-06-03,2019-06-09 00:00:00,0.09109161467617351,0.08089698730502302,0.7267550230026245,7.263533086257914e-06,3.144697503110183e-05,1139.56,1
0,2019-06-10,2019-06-16 00:00:00,0.08254270537891231,0.07096987567987569,0.9560534358024597,4.290347529745443e-06,2.31419341102852e-05,1054.49,1
0,2019-06-17,2019-06-23 00:00:00,0.12475831247983149,0.10945319564694564,0.9425094723701477,5.320228250164556e-06,2.7985197476722902e-05,1081.04,1
0,2019-06-24,2019-06-30 00:00:00,0.12595483265386173,0.11856411586099082,0.9549064040184021,4.9448803654582225e-06,3.359594161025348e-05,1105.24,0
0,2018-12-24,2018-12-30 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,103.97,1
0,2018-12-31,2019-01-06 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,100.56,1
0,2019-01-07,2019-01-13 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,101.12,1
0,2019-01-14,2019-01-20 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,102.8,1
0,2019-01-21,2019-01-27 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,105.01,1
0,2019-01-28,2019-02-03 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,105.68,0
0,2019-02-04,2019-02-10 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,102.94,1
0,2019-02-11,2019-02-17 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,107.22,1
0,2019-02-18,2019-02-24 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,106.89,1
0,2019-02-25,2019-03-03 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,108.17,1
0,2019-03-04,2019-03-10 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,112.36,0
0,2019-03-11,2019-03-17 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,111.7,1
0,2019-03-18,2019-03-24 00:00:00,0.1259508996590004,0.09401724214938505,0.9773566126823425,5.160415192262326e-06,4.1335978835978834e-05,113.62,1
0,2019-03-25,2019-03-31 00:00:00,0.1259508996590004,0.09401724214938505,0.9770798683166504,5.160415192262326e-06,4.1335978835978834e-05,117.65,1
0,2019-04-01,2019-04-07 00:00:00,0.1259508996590004,0.09401724214938505,0.97772216796875,5.160415192262326e-06,4.1335978835978834e-05,117.91,1
0,2019-04-08,2019-04-14 00:00:00,0.1256971370014849,0.11351101184501029,0.8970807194709778,5.0626342784638705e-06,3.1273718409033777e-05,119.19,1
