Date,Open,High,Low,Close,Adj Close,Volume
2018-12-24,1473.349976,1513.469971,1449.000000,1478.020020,1478.020020,8829000
2018-12-31,1510.800049,1594.000000,1460.930054,1575.390015,1575.390015,31073400
2019-01-07,1602.310059,1676.609985,1589.189941,1640.560059,1640.560059,34417300
2019-01-14,1615.000000,1716.199951,1595.150024,1696.199951,1696.199951,28600700
2019-01-21,1681.000000,1683.479980,1610.199951,1670.569946,1670.569946,20677800
2019-01-28,1643.589966,1736.410034,1590.719971,1626.229980,1626.229980,37670800
2019-02-04,1623.000000,1672.260010,1566.760010,1588.219971,1588.219971,23606200
2019-02-11,1600.979980,1656.380005,1586.000000,1607.949951,1607.949951,20200600
2019-02-18,1601.000000,1634.939941,1600.560059,1631.560059,1631.560059,13598900
2019-02-25,1641.449951,1674.260010,1615.099976,1671.729980,1671.729980,16999900
2019-03-04,1685.000000,1709.430054,1586.569946,1620.800049,1620.800049,23460000
2019-03-11,1626.119995,1718.800049,1626.010010,1712.359985,1712.359985,21540400
2019-03-18,1712.699951,1823.750000,1712.630005,1764.770020,1764.770020,30189700
2019-03-25,1757.790039,1805.770020,1745.680054,1780.750000,1780.750000,20658300
2019-04-01,1800.109985,1838.579956,1798.729980,1837.280029,1837.280029,18931900
2019-04-08,1833.229980,1853.089966,1825.109985,1843.060059,1843.060059,16200400
2019-04-15,1842.000000,1876.469971,1818.900024,1861.689941,1861.689941,12412400
2019-04-22,1855.400024,1951.000000,1845.640015,1950.630005,1950.630005,26221700
2019-04-29,1949.000000,1964.400024,1881.869995,1962.459961,1962.459961,20988800
2019-05-06,1917.979980,1959.000000,1856.000000,1889.979980,1889.979980,26424800
2019-05-13,1836.560059,1917.510010,1815.750000,1869.000000,1869.000000,24549500
2019-05-20,1852.689941,1879.000000,1804.199951,1823.280029,1823.280029,18533900
2019-05-27,1832.750000,1849.270020,1772.699951,1775.069946,1775.069946,15244700
2019-06-03,1760.010010,1806.250000,1672.000000,1804.030029,1804.030029,27515100
2019-06-10,1822.000000,1893.699951,1818.000000,1869.670044,1869.670044,17739000
2019-06-17,1876.500000,1935.199951,1875.449951,1911.300049,1911.300049,16576100
2019-06-24,1912.660034,1916.859985,1872.420044,1904.280029,1904.280029,9871800
