Date,Open,High,Low,Close,Adj Close,Volume
2018-12-24,135.339996,135.919998,132.199997,133.199997,133.199997,22627600
2018-12-31,134.449997,138.000000,128.559998,137.949997,137.949997,104474400
2019-01-07,137.559998,145.360001,135.910004,143.800003,143.800003,97592000
2019-01-14,142.000000,152.429993,141.270004,150.039993,150.039993,109432500
2019-01-21,149.199997,151.529999,142.520004,149.009995,149.009995,85669800
2019-01-28,148.050003,171.679993,143.429993,165.710007,165.710007,185793900
2019-02-04,165.699997,172.470001,163.619995,167.330002,167.330002,85953200
2019-02-11,167.899994,168.339996,160.860001,162.500000,162.500000,71568200
2019-02-18,160.500000,164.149994,159.589996,161.889999,161.889999,57582400
2019-02-25,163.070007,166.240005,160.410004,162.279999,162.279999,67430700
2019-03-04,163.899994,173.570007,163.830002,169.600006,169.600006,100004500
2019-03-11,171.600006,174.300003,162.509995,165.979996,165.979996,98185400
2019-03-18,163.570007,167.419998,159.279999,164.339996,164.339996,115959400
2019-03-25,163.000000,169.449997,162.000000,166.690002,166.690002,62834100
2019-04-01,167.830002,178.000000,167.279999,175.720001,175.720001,89359900
2019-04-08,175.210007,179.630005,174.229996,179.100006,179.100006,59150700
2019-04-15,178.500000,180.740005,176.869995,178.279999,178.279999,43679300
2019-04-22,178.250000,198.479996,178.250000,191.490005,191.490005,146858400
2019-04-29,190.949997,197.389999,189.750000,195.470001,195.470001,86917500
2019-05-06,191.240005,194.279999,184.589996,188.339996,188.339996,68299100
2019-05-13,183.500000,188.580002,178.100006,185.300003,185.300003,74646800
2019-05-20,181.880005,186.740005,179.669998,181.059998,181.059998,48645100
2019-05-27,181.539993,184.710007,177.160004,177.470001,177.470001,51449000
2019-06-03,175.000000,175.050003,160.839996,173.350006,173.350006,151225900
2019-06-10,174.750000,181.839996,172.880005,181.330002,181.330002,76761600
2019-06-17,185.009995,194.529999,184.410004,191.139999,191.139999,125835300
2019-06-24,192.419998,198.880005,187.309998,189.500000,189.500000,56215100
