Date,Open,High,Low,Close,Adj Close,Volume
2014-06-16,561.150024,566.770020,556.669983,566.520020,566.520020,5788000
2014-06-23,564.349976,589.599976,563.500000,585.690002,585.690002,10715500
2014-06-30,586.760010,594.250000,583.289978,593.080017,593.080017,5216800
2014-07-07,593.510010,595.650024,572.099976,586.650024,586.650024,7782500
2014-07-14,590.599976,606.700012,576.849976,605.109985,605.109985,12873100
2014-07-21,601.349976,608.909973,594.450012,598.080017,598.080017,7940500
2014-07-28,597.750000,601.099976,570.299988,573.599976,573.599976,8462600
2014-08-04,576.510010,583.820007,567.450012,577.940002,577.940002,7142300
2014-08-11,579.000000,589.469971,569.909973,583.710022,583.710022,7493600
2014-08-18,587.099976,597.809998,586.549988,592.539978,592.539978,5485700
2014-08-25,594.770020,595.580017,577.880005,582.359985,582.359985,6743800
2014-09-01,582.950012,598.500000,582.400024,597.780029,597.780029,6591900
2014-09-08,599.140015,603.520020,583.280029,584.900024,584.900024,7683400
2014-09-15,582.239990,605.400024,577.010010,605.400024,605.400024,10530600
2014-09-22,602.500000,603.799988,584.739990,587.900024,587.900024,7904000
2014-09-29,581.830017,591.000000,574.049988,586.250000,586.250000,6913700
2014-10-06,589.950012,592.400024,555.010010,555.190002,555.190002,10430100
2014-10-13,555.130005,560.880005,518.409973,522.969971,522.969971,19003200
2014-10-20,520.450012,557.400024,519.140015,548.900024,548.900024,12508100
2014-10-27,547.760010,568.729980,547.200012,567.869995,567.869995,9341700
2014-11-03,563.530029,567.150024,549.349976,551.820007,551.820007,7813100
2014-11-10,552.400024,562.500000,551.619995,555.190002,555.190002,6433000
2014-11-17,555.190002,555.190002,539.190002,545.890015,545.890015,9276700
2014-11-24,546.570007,552.500000,544.150024,549.080017,549.080017,6247700
2014-12-01,545.090027,548.789978,527.260010,528.080017,528.080017,10392200
2014-12-08,529.219971,539.359985,521.460022,521.510010,521.510010,12142500
2014-12-15,523.760010,525.369995,497.190002,520.039978,520.039978,19355700
2014-12-22,520.609985,543.250000,520.590027,541.520020,541.520020,8047900
2014-12-29,540.500000,543.929993,527.880005,529.549988,529.549988,5820000
2015-01-05,527.150024,527.989990,495.019989,500.720001,500.720001,12877500
2015-01-12,499.239990,510.850006,490.910004,510.459991,510.459991,13578300
2015-01-19,512.770020,545.409973,509.369995,541.950012,541.950012,9753800
2015-01-26,541.500000,543.099976,503.480011,537.549988,537.549988,15299500
2015-02-02,534.320007,540.219971,521.719971,533.880005,533.880005,11587100
2015-02-09,531.059998,552.539978,527.549988,551.159973,551.159973,10601100
2015-02-16,551.159973,553.000000,538.099976,541.799988,541.799988,6865400
2015-02-23,539.000000,569.419983,531.000000,562.630005,562.630005,11225400
2015-03-02,567.000000,583.200012,563.150024,572.900024,572.900024,10572600
