,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Date,Open,High,Low,Close,Adj Close,Volume,Average,Ticker
46,46,46,46,46,46,46,46,46,2015-05-04,129.5,130.570007,123.360001,127.620003,118.52430700000001,271892000,126.965004,original/AAPL
47,47,47,47,47,47,47,47,47,2015-05-11,127.389999,129.490005,124.82,128.770004,120.09188799999998,208301500,127.1550025,original/AAPL
48,48,48,48,48,48,48,48,48,2015-05-18,128.380005,132.970001,128.360001,132.53999299999998,123.60781100000001,217297400,130.66500100000002,original/AAPL
49,49,49,49,49,49,49,49,49,2015-05-25,132.600006,132.91000400000001,129.119995,130.279999,121.500092,198148600,131.0149995,original/AAPL
50,50,50,50,50,50,50,50,50,2015-06-01,130.279999,131.389999,128.360001,128.649994,119.97996499999999,170746700,129.875,original/AAPL
51,51,51,51,51,51,51,51,51,2015-06-08,128.899994,130.179993,125.620003,127.16999799999999,118.59971599999999,220114600,127.899998,original/AAPL
52,52,52,52,52,52,52,52,52,2015-06-15,126.099998,128.309998,125.709999,126.599998,118.06813799999999,198525200,127.0099985,original/AAPL
53,53,53,53,53,53,53,53,53,2015-06-22,127.489998,129.800003,126.510002,126.75,118.208008,195594000,128.1550025,original/AAPL
54,54,54,54,54,54,54,54,54,2015-06-29,125.459999,126.940002,124.480003,126.440002,117.91891499999998,150981900,125.7100025,original/AAPL
55,55,55,55,55,55,55,55,55,2015-07-06,124.940002,126.230003,119.220001,123.279999,114.97186299999998,274944900,122.72500199999999,original/AAPL
56,56,56,56,56,56,56,56,56,2015-07-13,125.029999,129.619995,124.32,129.619995,120.884575,189244900,126.96999749999999,original/AAPL
57,57,57,57,57,57,57,57,57,2015-07-20,130.970001,132.970001,121.989998,124.5,116.10965,344269000,127.47999949999999,original/AAPL
58,58,58,58,58,58,58,58,58,2015-07-27,123.089996,123.910004,120.910004,121.300003,113.125298,191598600,122.410004,original/AAPL
59,59,59,59,59,59,59,59,59,2015-08-03,121.5,122.57,112.099998,115.519997,107.73483300000001,385000600,117.334999,original/AAPL
60,60,60,60,60,60,60,60,60,2015-08-10,116.529999,119.989998,109.629997,115.959999,108.634697,344717200,114.80999750000001,original/AAPL
61,61,61,61,61,61,61,61,61,2015-08-17,116.040001,117.650002,105.650002,105.760002,99.079048,319668200,111.650002,original/AAPL
62,62,62,62,62,62,62,62,62,2015-08-24,94.870003,113.309998,92.0,113.290001,106.13336899999999,500363000,102.654999,original/AAPL
63,63,63,63,63,63,63,63,63,2015-08-31,112.029999,114.529999,107.360001,109.269997,102.367294,298194200,110.945,original/AAPL
64,64,64,64,64,64,64,64,64,2015-09-07,111.75,114.209999,109.769997,114.209999,106.99523899999998,252662700,111.989998,original/AAPL
65,65,65,65,65,65,65,65,65,2015-09-14,116.58000200000001,116.889999,111.870003,113.449997,106.283257,277276000,114.380001,original/AAPL
66,66,66,66,66,66,66,66,66,2015-09-21,113.66999799999999,116.690002,112.370003,114.709999,107.463654,242696300,114.5300025,original/AAPL
67,67,67,67,67,67,67,67,67,2015-09-28,113.849998,114.57,107.309998,110.379997,103.407196,313896300,110.939999,original/AAPL
68,68,68,68,68,68,68,68,68,2015-10-05,109.879997,112.279999,108.209999,112.120003,105.03726999999999,261772800,110.244999,original/AAPL
69,69,69,69,69,69,69,69,69,2015-10-12,112.730003,112.75,109.559998,111.040001,104.02550500000001,184885000,111.154999,original/AAPL
70,70,70,70,70,70,70,70,70,2015-10-19,110.800003,119.230003,110.110001,119.08000200000001,111.557602,221354200,114.670002,original/AAPL
71,71,71,71,71,71,71,71,71,2015-10-26,118.08000200000001,121.220001,113.989998,119.5,111.95108,322362200,117.60499949999999,original/AAPL
72,72,72,72,72,72,72,72,72,2015-11-02,120.800003,123.82,119.610001,121.059998,113.412529,195203400,121.7150005,original/AAPL
73,73,73,73,73,73,73,73,73,2015-11-09,120.959999,121.809998,112.269997,112.339996,105.693871,216555300,117.0399975,original/AAPL
74,74,74,74,74,74,74,74,74,2015-11-16,111.379997,119.91999799999999,111.0,119.300003,112.24211899999999,189981200,115.459999,original/AAPL
75,75,75,75,75,75,75,75,75,2015-11-23,119.269997,119.730003,117.120003,117.809998,110.840263,109720400,118.425003,original/AAPL
76,76,76,76,76,76,76,76,76,2015-11-30,117.989998,119.410004,114.220001,119.029999,111.988083,206765800,116.81500249999999,original/AAPL
77,77,77,77,77,77,77,77,77,2015-12-07,118.980003,119.860001,112.849998,113.18,106.484169,188745500,116.35499949999999,original/AAPL
78,78,78,78,78,78,78,78,78,2015-12-14,112.18,112.800003,105.809998,106.029999,99.757187,315106400,109.3050005,original/AAPL
79,79,79,79,79,79,79,79,79,2015-12-21,107.279999,109.0,105.57,108.029999,101.638863,126607800,107.285,original/AAPL
80,80,80,80,80,80,80,80,80,2015-12-28,107.589996,109.43,104.82,105.260002,99.03273,123484500,107.125,original/AAPL
81,81,81,81,81,81,81,81,81,2016-01-04,102.610001,105.849998,96.43,96.959999,91.22377,343790200,101.139999,original/AAPL
82,82,82,82,82,82,82,82,82,2016-01-11,98.970001,101.190002,95.360001,97.129997,91.383713,303513300,98.2750015,original/AAPL
83,83,83,83,83,83,83,83,83,2016-01-18,98.410004,101.459999,93.41999799999999,101.41999799999999,95.419914,243384100,97.4399985,original/AAPL
84,84,84,84,84,84,84,84,84,2016-01-25,101.519997,101.529999,92.389999,97.339996,91.581261,380336500,96.95999900000001,original/AAPL
85,85,85,85,85,85,85,85,85,2016-02-01,96.470001,97.33000200000001,93.690002,94.019997,88.457695,217154800,95.51000200000001,original/AAPL
86,86,86,86,86,86,86,86,86,2016-02-08,93.129997,96.349998,92.589996,93.989998,88.909309,231122300,94.469997,original/AAPL
87,87,87,87,87,87,87,87,87,2016-02-15,95.019997,98.889999,94.610001,96.040001,90.848495,168316300,96.75,original/AAPL
88,88,88,88,88,88,88,88,88,2016-02-22,96.309998,98.019997,93.32,96.910004,91.671463,159052900,95.66999849999999,original/AAPL
89,89,89,89,89,89,89,89,89,2016-02-29,96.860001,103.75,96.650002,103.010002,97.441711,201803800,100.200001,original/AAPL
90,90,90,90,90,90,90,90,90,2016-03-07,102.389999,102.83000200000001,100.150002,102.260002,96.73226899999999,155514300,101.490002,original/AAPL
91,91,91,91,91,91,91,91,91,2016-03-14,101.910004,106.5,101.779999,105.91999799999999,100.194412,182073200,104.1399995,original/AAPL
92,92,92,92,92,92,92,92,92,2016-03-21,105.93,107.650002,104.889999,105.66999799999999,99.957932,119783600,106.27000050000001,original/AAPL
93,93,93,93,93,93,93,93,93,2016-03-28,106.0,110.41999799999999,104.879997,109.989998,104.04441800000001,147965000,107.6499975,original/AAPL
94,94,94,94,94,94,94,94,94,2016-04-04,110.41999799999999,112.190002,108.120003,108.660004,102.786316,145722600,110.1550025,original/AAPL
95,95,95,95,95,95,95,95,95,2016-04-11,108.970001,112.389999,108.660004,109.849998,103.91199499999999,162310000,110.5250015,original/AAPL
96,96,96,96,96,96,96,96,96,2016-04-18,108.889999,108.949997,104.620003,105.68,99.9674,189065500,106.785,original/AAPL
97,97,97,97,97,97,97,97,97,2016-04-25,105.0,105.650002,92.510002,93.739998,88.67282900000002,349424100,99.08000200000001,original/AAPL
98,98,98,98,98,98,98,98,98,2016-05-02,93.970001,95.900002,91.849998,92.720001,87.707962,225365600,93.875,original/AAPL
99,99,99,99,99,99,99,99,99,2016-05-09,93.0,93.769997,89.470001,90.519997,86.148216,216049800,91.619999,original/AAPL
100,100,100,100,100,100,100,100,100,2016-05-16,92.389999,95.43,91.650002,95.220001,90.621223,212707200,93.540001,original/AAPL
101,101,101,101,101,101,101,101,101,2016-05-23,95.870003,100.730003,95.66999799999999,100.349998,95.503456,203888300,98.20000049999999,original/AAPL
102,102,102,102,102,102,102,102,102,2016-05-30,99.599998,100.400002,96.629997,97.91999799999999,93.190834,139735000,98.5149995,original/AAPL
103,103,103,103,103,103,103,103,103,2016-06-06,97.989998,101.889999,97.550003,98.83000200000001,94.056877,124864400,99.720001,original/AAPL
104,104,104,104,104,104,104,104,104,2016-06-13,98.690002,99.120003,95.300003,95.33000200000001,90.725914,191732600,97.210003,original/AAPL
105,105,105,105,105,105,105,105,105,2016-06-20,96.0,96.889999,92.650002,93.400002,88.88913000000002,206729000,94.77000050000001,original/AAPL
106,106,106,106,106,106,106,106,106,2016-06-27,93.0,96.470001,91.5,95.889999,91.258865,184328400,93.9850005,original/AAPL
107,107,107,107,107,107,107,107,107,2016-07-04,95.389999,96.889999,94.370003,96.68,92.010704,112706000,95.630001,original/AAPL
108,108,108,108,108,108,108,108,108,2016-07-11,96.75,99.300003,96.730003,98.779999,94.0093,142910600,98.01500300000001,original/AAPL
109,109,109,109,109,109,109,109,109,2016-07-18,98.699997,101.0,98.309998,98.660004,93.895088,147565500,99.654999,original/AAPL
110,110,110,110,110,110,110,110,110,2016-07-25,98.25,104.550003,96.41999799999999,104.209999,99.177032,256571000,100.4850005,original/AAPL
111,111,111,111,111,111,111,111,111,2016-08-01,104.410004,107.650002,104.0,107.480003,102.289108,170149200,105.825001,original/AAPL
112,112,112,112,112,112,112,112,112,2016-08-08,107.519997,108.940002,107.160004,108.18,103.513039,124505800,108.050003,original/AAPL
113,113,113,113,113,113,113,113,113,2016-08-15,108.139999,110.230003,108.08000200000001,109.360001,104.642128,132371400,109.1550025,original/AAPL
114,114,114,114,114,114,114,114,114,2016-08-22,108.860001,109.32,106.309998,106.940002,102.326515,123605500,107.814999,original/AAPL
115,115,115,115,115,115,115,115,115,2016-08-29,106.620003,108.0,105.5,107.730003,103.08244300000001,133000600,106.75,original/AAPL
116,116,116,116,116,116,116,116,116,2016-09-05,107.900002,108.760002,103.129997,103.129997,98.68089300000001,168803700,105.9449995,original/AAPL
117,117,117,117,117,117,117,117,117,2016-09-12,102.650002,116.129997,102.529999,114.91999799999999,109.96228,388228200,109.329998,original/AAPL
118,118,118,118,118,118,118,118,118,2016-09-19,115.190002,116.18,111.550003,112.709999,107.847618,201095700,113.8650015,original/AAPL
119,119,119,119,119,119,119,119,119,2016-09-26,111.639999,114.639999,111.550003,113.050003,108.172951,156384000,113.095001,original/AAPL
120,120,120,120,120,120,120,120,120,2016-10-03,112.709999,114.559998,112.279999,114.059998,109.139381,126029400,113.41999849999999,original/AAPL
121,121,121,121,121,121,121,121,121,2016-10-10,115.019997,118.690002,114.720001,117.629997,112.555351,208708400,116.70500150000001,original/AAPL
122,122,122,122,122,122,122,122,122,2016-10-17,117.33000200000001,118.209999,113.800003,116.599998,111.56978600000001,115531500,116.005001,original/AAPL
123,123,123,123,123,123,123,123,123,2016-10-24,117.099998,118.360001,113.309998,113.720001,108.81404099999999,210225600,115.8349995,original/AAPL
124,124,124,124,124,124,124,124,124,2016-10-31,113.650002,114.230003,108.110001,108.839996,104.14456899999999,156346500,111.170002,original/AAPL
125,125,125,125,125,125,125,125,125,2016-11-07,110.08000200000001,111.720001,105.83000200000001,108.43,104.284943,207019500,108.7750015,original/AAPL
126,126,126,126,126,126,126,126,126,2016-11-14,107.709999,110.540001,104.08000200000001,110.059998,105.852631,198341400,107.3100015,original/AAPL
127,127,127,127,127,127,127,127,127,2016-11-21,110.120003,112.41999799999999,110.010002,111.790001,107.51649499999999,94132400,111.215,original/AAPL
128,128,128,128,128,128,128,128,128,2016-11-28,111.43,112.470001,108.849998,109.900002,105.69873799999999,155500000,110.6599995,original/AAPL
129,129,129,129,129,129,129,129,129,2016-12-05,110.0,114.699997,108.25,113.949997,109.59391799999999,151989600,111.4749985,original/AAPL
130,130,130,130,130,130,130,130,130,2016-12-12,113.290001,116.730003,112.489998,115.970001,111.53671299999999,195015600,114.6100005,original/AAPL
131,131,131,131,131,131,131,131,131,2016-12-19,115.800003,117.5,115.589996,116.519997,112.065674,113323000,116.54499799999999,original/AAPL
132,132,132,132,132,132,132,132,132,2016-12-26,116.519997,118.019997,115.43,115.82,111.392426,84828600,116.7249985,original/AAPL
133,133,133,133,133,133,133,133,133,2017-01-02,115.800003,118.160004,114.760002,117.910004,113.402542,103845500,116.460003,original/AAPL
134,134,134,134,134,134,134,134,134,2017-01-09,117.949997,119.93,117.940002,119.040001,114.48933400000001,138810700,118.935001,original/AAPL
135,135,135,135,135,135,135,135,135,2017-01-16,118.339996,120.5,118.220001,120.0,115.41264299999999,116348000,119.3600005,original/AAPL
136,136,136,136,136,136,136,136,136,2017-01-23,120.0,122.440002,119.5,121.949997,117.288101,124539300,120.970001,original/AAPL
137,137,137,137,137,137,137,137,137,2017-01-30,120.93,130.490005,120.620003,129.080002,124.14553799999999,249781200,125.555004,original/AAPL
138,138,138,138,138,138,138,138,138,2017-02-06,129.130005,132.940002,128.899994,132.119995,127.069305,136449200,130.919998,original/AAPL
139,139,139,139,139,139,139,139,139,2017-02-13,133.080002,136.270004,132.75,135.720001,131.097626,136667500,134.510002,original/AAPL
140,140,140,140,140,140,140,140,140,2017-02-20,136.229996,137.479996,135.279999,136.66000400000001,132.00561499999998,87908900,136.3799975,original/AAPL
141,141,141,141,141,141,141,141,141,2017-02-27,137.139999,140.279999,136.279999,139.779999,135.019348,127474000,138.279999,original/AAPL
142,142,142,142,142,142,142,142,142,2017-03-06,139.369995,139.979996,137.050003,139.139999,134.401154,99672200,138.5149995,original/AAPL
143,143,143,143,143,143,143,143,143,2017-03-13,138.850006,141.020004,138.820007,139.990005,135.222229,121539600,139.9200055,original/AAPL
144,144,144,144,144,144,144,144,144,2017-03-20,140.399994,142.800003,139.729996,140.639999,135.850052,129674000,141.2649995,original/AAPL
145,145,145,145,145,145,145,145,145,2017-03-27,139.389999,144.5,138.619995,143.66000400000001,138.767197,127008900,141.5599975,original/AAPL
146,146,146,146,146,146,146,146,146,2017-04-03,143.71000700000005,145.46000700000005,143.050003,143.33999599999999,138.458099,105416200,144.25500500000004,original/AAPL
147,147,147,147,147,147,147,147,147,2017-04-10,143.600006,143.880005,140.059998,141.050003,136.24610900000002,87485700,141.97000150000002,original/AAPL
148,148,148,148,148,148,148,148,148,2017-04-17,141.479996,142.919998,140.449997,142.270004,137.424545,89248500,141.6849975,original/AAPL
149,149,149,149,149,149,149,149,149,2017-04-24,143.5,144.899994,143.179993,143.649994,138.75753799999998,91153700,144.03999349999998,original/AAPL
150,150,150,150,150,150,150,150,150,2017-05-01,145.100006,148.979996,144.270004,148.96000700000005,143.886719,175351700,146.625,original/AAPL
151,151,151,151,151,151,151,151,151,2017-05-08,149.029999,156.419998,149.029999,156.100006,150.783524,173470600,152.7249985,original/AAPL
152,152,152,152,152,152,152,152,152,2017-05-15,156.009995,156.649994,149.71000700000005,153.059998,148.45730600000005,157354900,153.1800005,original/AAPL
153,153,153,153,153,153,153,153,153,2017-05-22,154.0,154.899994,152.669998,153.610001,148.990768,103226500,153.78499599999998,original/AAPL
154,154,154,154,154,154,154,154,154,2017-05-29,153.419998,155.449997,152.220001,155.449997,150.775436,88752900,153.83499899999998,original/AAPL
155,155,155,155,155,155,155,155,155,2017-06-05,154.33999599999999,155.979996,146.020004,148.979996,144.5,159159700,151.0,original/AAPL
156,156,156,156,156,156,156,156,156,2017-06-12,145.740005,147.5,142.199997,142.270004,137.99179099999998,220530400,144.8499985,original/AAPL
157,157,157,157,157,157,157,157,157,2017-06-19,143.66000400000001,147.16000400000001,143.66000400000001,146.279999,141.88121,133253000,145.41000400000001,original/AAPL
158,158,158,158,158,158,158,158,158,2017-06-26,147.169998,148.279999,142.279999,144.020004,139.689148,127060200,145.279999,original/AAPL
159,159,159,159,159,159,159,159,159,2017-07-03,144.880005,145.300003,142.41000400000001,144.179993,139.84433,79177900,143.8550035,original/AAPL
160,160,160,160,160,160,160,160,160,2017-07-10,144.110001,149.330002,143.369995,149.03999299999995,144.558197,111088400,146.3499985,original/AAPL
161,161,161,161,161,161,161,161,161,2017-07-17,148.820007,151.740005,148.570007,150.270004,145.751236,106081600,150.15500600000001,original/AAPL
162,162,162,162,162,162,162,162,162,2017-07-24,150.580002,153.990005,147.300003,149.5,145.004379,105818100,150.645004,original/AAPL
163,163,163,163,163,163,163,163,163,2017-07-31,149.899994,159.75,148.130005,156.389999,151.68718,172808500,153.9400025,original/AAPL
164,164,164,164,164,164,164,164,164,2017-08-07,157.059998,161.830002,154.630005,157.479996,152.7444,151269100,158.2300035,original/AAPL
165,165,165,165,165,165,165,165,165,2017-08-14,159.320007,162.509995,156.720001,157.5,153.363708,134628500,159.614998,original/AAPL
166,166,166,166,166,166,166,166,166,2017-08-21,157.5,160.740005,155.110001,159.860001,155.661713,112671200,157.925003,original/AAPL
167,167,167,167,167,167,167,167,167,2017-08-28,160.139999,164.940002,159.929993,164.050003,159.74168400000005,126128700,162.4349975,original/AAPL
168,168,168,168,168,168,168,168,168,2017-09-04,163.75,164.25,158.529999,158.630005,154.46402,101660200,161.3899995,original/AAPL
169,169,169,169,169,169,169,169,169,2017-09-11,160.5,163.96000700000005,157.91000400000001,159.880005,155.681183,221077500,160.93500550000005,original/AAPL
170,170,170,170,170,170,170,170,170,2017-09-18,160.110001,160.5,150.559998,151.889999,147.90103100000005,186188500,155.529999,original/AAPL
171,171,171,171,171,171,171,171,171,2017-09-25,149.990005,154.720001,149.16000400000001,154.119995,150.072464,154856800,151.9400025,original/AAPL
172,172,172,172,172,172,172,172,172,2017-10-02,154.259995,155.490005,152.46000700000005,155.300003,151.221481,93784300,153.975006,original/AAPL
173,173,173,173,173,173,173,173,173,2017-10-09,155.809998,158.0,155.100006,156.990005,152.86711100000005,81304800,156.550003,original/AAPL
174,174,174,174,174,174,174,174,174,2017-10-16,157.899994,160.869995,155.020004,156.25,152.146515,126051300,157.9449995,original/AAPL
175,175,175,175,175,175,175,175,175,2017-10-23,156.889999,163.600006,155.270004,163.050003,158.767929,122403300,159.435005,original/AAPL
176,176,176,176,176,176,176,176,176,2017-10-30,163.889999,174.259995,163.720001,172.5,167.969772,215177400,168.989998,original/AAPL
177,177,177,177,177,177,177,177,177,2017-11-06,172.369995,176.240005,171.720001,174.669998,170.082764,137718600,173.980003,original/AAPL
178,178,178,178,178,178,178,178,178,2017-11-13,173.5,174.5,168.380005,170.149994,166.277084,116459700,171.4400025,original/AAPL
179,179,179,179,179,179,179,179,179,2017-11-20,170.28999299999995,175.5,169.559998,174.970001,170.98736599999995,81009300,172.529999,original/AAPL
180,180,180,180,180,180,180,180,180,2017-11-27,175.050003,175.080002,167.16000400000001,171.050003,167.156601,170098500,171.120003,original/AAPL
181,181,181,181,181,181,181,181,181,2017-12-04,172.479996,172.619995,166.46000700000005,169.369995,165.514832,137481100,169.54000100000002,original/AAPL
182,182,182,182,182,182,182,182,182,2017-12-11,169.199997,174.169998,168.78999299999995,173.970001,170.010132,139147200,171.47999549999997,original/AAPL
183,183,183,183,183,183,183,183,183,2017-12-18,174.880005,177.199997,173.25,175.009995,171.02645900000005,117397600,175.2249985,original/AAPL
184,184,184,184,184,184,184,184,184,2017-12-25,170.800003,171.850006,169.220001,169.229996,165.378021,97048300,170.53500350000002,original/AAPL
185,185,185,185,185,185,185,185,185,2018-01-01,170.16000400000001,175.369995,169.259995,175.0,171.016678,101168400,172.314995,original/AAPL
186,186,186,186,186,186,186,186,186,2018-01-08,174.350006,177.360001,173.0,177.08999599999999,173.059113,110005400,175.1800005,original/AAPL
187,187,187,187,187,187,187,187,187,2018-01-15,177.899994,180.100006,175.070007,178.46000700000005,174.397949,127571200,177.58500650000002,original/AAPL
188,188,188,188,188,188,188,188,188,2018-01-22,177.300003,179.440002,170.059998,171.509995,167.60613999999995,191574800,174.75,original/AAPL
189,189,189,189,189,189,189,189,189,2018-01-29,170.16000400000001,170.16000400000001,160.100006,160.5,156.84674099999995,262992100,165.130005,original/AAPL
190,190,190,190,190,190,190,190,190,2018-02-05,159.100006,163.880005,150.240005,156.41000400000001,152.84983799999995,317654000,157.060005,original/AAPL
191,191,191,191,191,191,191,191,191,2018-02-12,158.5,174.820007,157.509995,172.429993,169.1922,225336900,166.16500100000002,original/AAPL
192,192,192,192,192,192,192,192,192,2018-02-19,172.050003,175.649994,171.009995,175.5,172.20455900000005,136206400,173.3299945,original/AAPL
193,193,193,193,193,193,193,193,193,2018-02-26,176.350006,180.619995,172.449997,176.21000700000005,172.90123,202128400,176.53499599999998,original/AAPL
194,194,194,194,194,194,194,194,194,2018-03-05,175.21000700000005,180.0,174.270004,179.979996,176.600418,139852700,177.135002,original/AAPL
195,195,195,195,195,195,195,195,195,2018-03-12,180.28999299999998,183.5,177.619995,178.020004,174.677246,155417500,180.5599975,original/AAPL
196,196,196,196,196,196,196,196,196,2018-03-19,177.320007,177.470001,164.940002,164.940002,161.842865,171953900,171.20500149999998,original/AAPL
197,197,197,197,197,197,197,197,197,2018-03-26,168.070007,175.149994,165.190002,167.779999,164.629501,158530800,170.169998,original/AAPL
198,198,198,198,198,198,198,198,198,2018-04-02,166.639999,174.229996,164.470001,168.380005,165.218262,164408800,169.3499985,original/AAPL
199,199,199,199,199,199,199,199,199,2018-04-09,169.880005,175.83999599999999,169.850006,174.729996,171.44902,127871500,172.845001,original/AAPL
