,Date,Open,High,Low,Close,Adj Close,Volume,Average,Ticker
0,2014-06-16,41.57,41.830002,41.330002,41.68,37.202457,67593100,41.580002,original/MSFT
1,2014-06-23,41.73,42.290001000000004,41.43,42.25,37.711227,163546500,41.8600005,original/MSFT
2,2014-06-30,42.169998,42.209998999999996,41.529999,41.799999,37.30957,93887500,41.86999899999999,original/MSFT
3,2014-07-07,41.75,42.119999,41.049999,42.09,37.568409,117554200,41.584998999999996,original/MSFT
4,2014-07-14,42.220001,45.709998999999996,42.029999,44.689999,39.889099,239535600,43.86999899999999,original/MSFT
5,2014-07-21,44.560001,45.450001,44.220001,44.5,39.719521,190526100,44.835001000000005,original/MSFT
6,2014-07-28,44.360001000000004,44.509997999999996,42.599998,42.860001000000004,38.255699,152076500,43.554998,original/MSFT
7,2014-08-04,42.970001,43.470001,42.209998999999996,43.200001,38.559177000000005,144435400,42.84,original/MSFT
8,2014-08-11,43.259997999999996,44.900002,43.0,44.790001000000004,39.978359000000005,125596700,43.950001,original/MSFT
9,2014-08-18,44.939999,45.470001,44.68,45.150002,40.299694,120381100,45.0750005,original/MSFT
10,2014-08-25,45.400002,45.439999,44.610001000000004,45.43,40.802876,92336200,45.025000000000006,original/MSFT
11,2014-09-01,45.43,45.93,44.529999,45.91,41.233990000000006,120076200,45.2299995,original/MSFT
12,2014-09-08,46.02,47.02,45.990002000000004,46.700001,41.94352,180802600,46.50500100000001,original/MSFT
13,2014-09-15,46.540001000000004,47.57,46.099998,47.52,42.680004,341969100,46.834998999999996,original/MSFT
14,2014-09-22,47.299999,47.380001,45.759997999999996,46.41,41.683056,158855300,46.569999499999994,original/MSFT
15,2014-09-29,45.98,46.560001,45.610001000000004,46.09,41.395657,154785100,46.085001000000005,original/MSFT
16,2014-10-06,46.119999,46.889998999999996,43.950001,44.029999,39.545464,165759600,45.42,original/MSFT
17,2014-10-13,43.82,44.560001,42.099998,43.630001,39.186207,225158300,43.3299995,original/MSFT
18,2014-10-20,43.060001,46.900002,42.810001,46.130001,41.431587,211061200,44.8550015,original/MSFT
19,2014-10-27,45.709998999999996,46.970001,45.709998999999996,46.950001,42.168056,155620800,46.34,original/MSFT
20,2014-11-03,46.889998999999996,48.919998,46.73,48.68,43.721859,128149200,47.824999,original/MSFT
21,2014-11-10,48.650002,50.049999,48.52,49.580002,44.530193,137829500,49.2849995,original/MSFT
22,2014-11-17,49.41,49.709998999999996,47.57,47.98,43.093154999999996,144887000,48.6399995,original/MSFT
23,2014-11-24,47.990002000000004,48.200001,47.279999,47.810001,43.211304,112140200,47.739999999999995,original/MSFT
24,2014-12-01,47.880001,49.060001,47.709998999999996,48.419998,43.762627,138133700,48.385,original/MSFT
25,2014-12-08,48.259997999999996,48.349998,46.669998,46.950001,42.434021,144734200,47.509997999999996,original/MSFT
26,2014-12-15,47.200001,48.099998,44.900002,47.66,43.075728999999995,216676900,46.5,original/MSFT
27,2014-12-22,47.779999,48.799999,47.709998999999996,47.880001,43.274559,74849700,48.254999,original/MSFT
28,2014-12-29,47.700001,47.779999,46.450001,46.759997999999996,42.262299,80290600,47.114999999999995,original/MSFT
29,2015-01-05,46.369999,47.82,45.490002000000004,47.189999,42.650936,158823900,46.655001,original/MSFT
30,2015-01-12,47.419998,47.91,45.169998,46.240002000000004,41.792316,157088200,46.539998999999995,original/MSFT
31,2015-01-19,46.299999,47.389998999999996,45.48,47.18,42.641899,137068300,46.434999499999996,original/MSFT
32,2015-01-26,47.0,47.130001,40.349998,40.400002,36.51405,437786800,43.739999499999996,original/MSFT
