,Date,Open,High,Low,Close,Adj Close,Volume,Average,Ticker
0,2014-06-16,561.150024,566.77002,556.669983,566.52002,566.52002,5788000,561.7200015000001,original/GOOGL
1,2014-06-23,564.349976,589.599976,563.5,585.6900019999999,585.6900019999999,10715500,576.549988,original/GOOGL
2,2014-06-30,586.76001,594.25,583.289978,593.080017,593.080017,5216800,588.769989,original/GOOGL
3,2014-07-07,593.51001,595.650024,572.099976,586.650024,586.650024,7782500,583.875,original/GOOGL
4,2014-07-14,590.599976,606.700012,576.849976,605.1099849999999,605.1099849999999,12873100,591.774994,original/GOOGL
5,2014-07-21,601.349976,608.909973,594.450012,598.080017,598.080017,7940500,601.6799925,original/GOOGL
6,2014-07-28,597.75,601.099976,570.299988,573.599976,573.599976,8462600,585.699982,original/GOOGL
7,2014-08-04,576.51001,583.820007,567.450012,577.9400019999999,577.9400019999999,7142300,575.6350095,original/GOOGL
8,2014-08-11,579.0,589.469971,569.909973,583.710022,583.710022,7493600,579.689972,original/GOOGL
9,2014-08-18,587.099976,597.8099980000001,586.549988,592.539978,592.539978,5485700,592.179993,original/GOOGL
10,2014-08-25,594.77002,595.580017,577.880005,582.3599849999999,582.3599849999999,6743800,586.730011,original/GOOGL
11,2014-09-01,582.950012,598.5,582.400024,597.780029,597.780029,6591900,590.450012,original/GOOGL
12,2014-09-08,599.1400150000001,603.52002,583.280029,584.900024,584.900024,7683400,593.4000245,original/GOOGL
13,2014-09-15,582.23999,605.400024,577.01001,605.400024,605.400024,10530600,591.205017,original/GOOGL
14,2014-09-22,602.5,603.799988,584.73999,587.900024,587.900024,7904000,594.269989,original/GOOGL
15,2014-09-29,581.830017,591.0,574.049988,586.25,586.25,6913700,582.524994,original/GOOGL
16,2014-10-06,589.950012,592.400024,555.01001,555.1900019999999,555.1900019999999,10430100,573.705017,original/GOOGL
17,2014-10-13,555.130005,560.880005,518.409973,522.969971,522.969971,19003200,539.644989,original/GOOGL
18,2014-10-20,520.450012,557.400024,519.1400150000001,548.900024,548.900024,12508100,538.2700195,original/GOOGL
19,2014-10-27,547.76001,568.72998,547.200012,567.869995,567.869995,9341700,557.9649959999999,original/GOOGL
20,2014-11-03,563.530029,567.150024,549.349976,551.820007,551.820007,7813100,558.25,original/GOOGL
21,2014-11-10,552.400024,562.5,551.619995,555.1900019999999,555.1900019999999,6433000,557.0599975,original/GOOGL
22,2014-11-17,555.1900019999999,555.1900019999999,539.1900019999999,545.8900150000001,545.8900150000001,9276700,547.1900019999999,original/GOOGL
23,2014-11-24,546.570007,552.5,544.150024,549.080017,549.080017,6247700,548.325012,original/GOOGL
24,2014-12-01,545.090027,548.789978,527.26001,528.080017,528.080017,10392200,538.024994,original/GOOGL
25,2014-12-08,529.219971,539.3599849999999,521.460022,521.51001,521.51001,12142500,530.4100034999999,original/GOOGL
26,2014-12-15,523.76001,525.369995,497.19000199999994,520.039978,520.039978,19355700,511.2799985,original/GOOGL
27,2014-12-22,520.6099849999999,543.25,520.590027,541.52002,541.52002,8047900,531.9200135,original/GOOGL
28,2014-12-29,540.5,543.929993,527.880005,529.549988,529.549988,5820000,535.904999,original/GOOGL
29,2015-01-05,527.150024,527.98999,495.01998899999995,500.72000099999997,500.72000099999997,12877500,511.50498949999997,original/GOOGL
30,2015-01-12,499.23999000000003,510.85000599999995,490.910004,510.459991,510.459991,13578300,500.880005,original/GOOGL
31,2015-01-19,512.77002,545.409973,509.369995,541.950012,541.950012,9753800,527.389984,original/GOOGL
32,2015-01-26,541.5,543.099976,503.48001100000005,537.549988,537.549988,15299500,523.2899935,original/GOOGL
33,2015-02-02,534.320007,540.219971,521.719971,533.880005,533.880005,11587100,530.969971,original/GOOGL
34,2015-02-09,531.0599980000001,552.539978,527.549988,551.159973,551.159973,10601100,540.044983,original/GOOGL
35,2015-02-16,551.159973,553.0,538.099976,541.799988,541.799988,6865400,545.549988,original/GOOGL
36,2015-02-23,539.0,569.419983,531.0,562.630005,562.630005,11225400,550.2099915,original/GOOGL
37,2015-03-02,567.0,583.200012,563.150024,572.900024,572.900024,10572600,573.175018,original/GOOGL
38,2015-03-09,570.919983,575.450012,550.330017,553.0,553.0,8730900,562.8900145,original/GOOGL
39,2015-03-16,556.929993,567.099976,551.320007,564.950012,564.950012,8493400,559.2099915,original/GOOGL
40,2015-03-23,566.0,581.880005,556.929993,557.549988,557.549988,12328100,569.404999,original/GOOGL
41,2015-03-30,560.25,562.450012,540.4400019999999,541.3099980000001,541.3099980000001,7306300,551.445007,original/GOOGL
42,2015-04-06,538.840027,551.5,535.700012,548.539978,548.539978,7394600,543.600006,original/GOOGL
43,2015-04-13,547.049988,553.27002,529.0,532.73999,532.73999,10216500,541.13501,original/GOOGL
44,2015-04-20,533.75,584.700012,533.349976,573.659973,573.659973,13489700,559.024994,original/GOOGL
45,2015-04-27,572.77002,575.52002,543.849976,551.159973,551.159973,10133700,559.684998,original/GOOGL
46,2015-05-04,550.98999,556.6900019999999,532.23999,548.950012,548.950012,8144600,544.4649959999999,original/GOOGL
47,2015-05-11,548.48999,553.369995,535.0,546.48999,546.48999,7327700,544.1849975,original/GOOGL
48,2015-05-18,543.820007,558.23999,542.25,554.52002,554.52002,8067700,550.244995,original/GOOGL
49,2015-05-25,552.580017,555.76001,542.969971,545.320007,545.320007,6947700,549.3649905,original/GOOGL
50,2015-06-01,548.72998,558.789978,543.580017,549.530029,549.530029,7151200,551.1849975,original/GOOGL
51,2015-06-08,549.6099849999999,554.830017,538.849976,547.469971,547.469971,6944300,546.8399965,original/GOOGL
52,2015-06-15,542.72998,557.909973,539.210022,557.52002,557.52002,9229900,548.5599975,original/GOOGL
53,2015-06-22,559.409973,565.6099849999999,551.849976,553.0599980000001,553.0599980000001,8271600,558.7299805,original/GOOGL
54,2015-06-29,546.75,550.900024,539.539978,547.340027,547.340027,6557500,545.220001,original/GOOGL
55,2015-07-06,542.25,559.289978,539.849976,556.1099849999999,556.1099849999999,8002800,549.569977,original/GOOGL
56,2015-07-13,559.51001,703.0,558.700012,699.619995,699.619995,26394700,630.850006,original/GOOGL
57,2015-07-20,688.97998,713.330017,653.179993,654.77002,654.77002,20999700,683.255005,original/GOOGL
58,2015-07-27,651.570007,668.049988,651.549988,657.5,657.5,10201500,659.799988,original/GOOGL
59,2015-08-03,657.659973,679.909973,657.659973,664.3900150000001,664.3900150000001,8109400,668.784973,original/GOOGL
60,2015-08-10,667.090027,704.0,660.22998,689.369995,689.369995,13107000,682.11499,original/GOOGL
61,2015-08-17,688.039978,700.200012,643.099976,644.030029,644.030029,12613100,671.649994,original/GOOGL
62,2015-08-24,600.599976,673.97998,593.090027,659.6900019999999,659.6900019999999,19338400,633.5350034999999,original/GOOGL
63,2015-08-31,654.340027,664.409973,625.0599980000001,628.960022,628.960022,10114400,644.7349855,original/GOOGL
64,2015-09-07,641.0,657.3599849999999,632.900024,655.299988,655.299988,7133500,645.1300045,original/GOOGL
65,2015-09-14,655.630005,681.98999,649.5,660.919983,660.919983,10551800,665.744995,original/GOOGL
66,2015-09-21,665.51001,669.0,639.659973,640.150024,640.150024,10489400,654.3299865,original/GOOGL
67,2015-09-28,639.049988,657.0,617.840027,656.98999,656.98999,11684700,637.4200135,original/GOOGL
68,2015-10-05,661.599976,678.799988,654.48999,671.23999,671.23999,9826000,666.644989,original/GOOGL
69,2015-10-12,669.1900019999999,696.219971,667.23999,695.320007,695.320007,9194700,681.7299805,original/GOOGL
70,2015-10-19,694.0,752.5,670.700012,719.330017,719.330017,16487400,711.600006,original/GOOGL
71,2015-10-26,720.02002,746.789978,720.02002,737.3900150000001,737.3900150000001,10179900,733.4049990000001,original/GOOGL
72,2015-11-02,734.530029,766.349976,731.450012,761.599976,761.599976,9845900,748.899994,original/GOOGL
73,2015-11-09,758.52002,769.080017,739.469971,740.070007,740.070007,9542100,754.274994,original/GOOGL
74,2015-11-16,740.210022,779.320007,734.330017,777.0,777.0,10469500,756.825012,original/GOOGL
75,2015-11-23,777.469971,782.900024,758.1099849999999,771.969971,771.969971,6028700,770.5050045,original/GOOGL
76,2015-11-30,771.869995,793.049988,761.119995,779.210022,779.210022,10630500,777.0849915,original/GOOGL
77,2015-12-07,780.0599980000001,781.0,748.650024,750.419983,750.419983,9488700,764.825012,original/GOOGL
78,2015-12-14,751.26001,781.590027,736.26001,756.849976,756.849976,13033700,758.9250185,original/GOOGL
79,2015-12-21,763.049988,771.900024,754.150024,765.840027,765.840027,5605600,763.025024,original/GOOGL
80,2015-12-28,770.0,798.6900019999999,767.72998,778.01001,778.01001,6541700,783.209991,original/GOOGL
81,2016-01-04,762.200012,769.200012,728.919983,730.909973,730.909973,13572100,749.0599975,original/GOOGL
82,2016-01-11,731.950012,753.0,701.51001,710.48999,710.48999,14076800,727.255005,original/GOOGL
83,2016-01-18,720.150024,748.5599980000001,687.780029,745.460022,745.460022,11512400,718.1700135000001,original/GOOGL
84,2016-01-25,743.840027,765.1099849999999,713.450012,761.349976,761.349976,12827100,739.2799984999999,original/GOOGL
85,2016-02-01,771.26001,810.349976,700.1400150000001,703.76001,703.76001,29616700,755.2449955,original/GOOGL
86,2016-02-08,687.679993,723.219971,682.01001,706.8900150000001,706.8900150000001,17261200,702.6149905,original/GOOGL
87,2016-02-15,718.650024,736.0,710.179993,722.1099849999999,722.1099849999999,8739600,723.0899965,original/GOOGL
88,2016-02-22,729.51001,736.159973,702.02002,724.8599849999999,724.8599849999999,9719300,719.0899965000001,original/GOOGL
89,2016-02-29,721.0,743.119995,716.840027,730.219971,730.219971,11524800,729.980011,original/GOOGL
90,2016-03-07,725.150024,744.900024,704.0,744.869995,744.869995,11685800,724.450012,original/GOOGL
91,2016-03-14,744.969971,765.340027,742.840027,755.409973,755.409973,9637400,754.090027,original/GOOGL
92,2016-03-21,753.909973,765.3900150000001,750.5,754.840027,754.840027,5333200,757.9450075,original/GOOGL
93,2016-03-28,756.169983,777.3099980000001,748.289978,769.669983,769.669983,8302100,762.799988,original/GOOGL
94,2016-04-04,769.51001,772.4400019999999,755.599976,759.469971,759.469971,6273800,764.0199889999999,original/GOOGL
95,2016-04-11,765.450012,780.929993,751.570007,780.0,780.0,7660200,766.25,original/GOOGL
96,2016-04-18,780.1900019999999,790.950012,730.369995,737.77002,737.77002,16501700,760.6600035,original/GOOGL
97,2016-04-25,735.349976,745.590027,703.200012,707.880005,707.880005,14621800,724.3950195,original/GOOGL
98,2016-05-02,711.919983,725.98999,704.049988,725.179993,725.179993,8696000,715.019989,original/GOOGL
99,2016-05-09,726.700012,740.799988,723.5,724.830017,724.830017,7640200,732.149994,original/GOOGL
100,2016-05-16,724.320007,735.849976,710.3099980000001,721.710022,721.710022,7693700,723.0799870000001,original/GOOGL
101,2016-05-23,719.97998,747.909973,716.9400019999999,747.599976,747.599976,7776800,732.4249875,original/GOOGL
102,2016-05-30,748.76001,753.47998,733.909973,735.8599849999999,735.8599849999999,6087700,743.6949764999999,original/GOOGL
