Date,Open,High,Low,Close,Adj Close,Volume,Average,Ticker
2014-06-16,65.459999,65.58000200000001,63.349998,64.5,64.5,80711000,64.465,FB
2014-06-23,64.32,68.0,64.220001,67.599998,67.599998,230378000,66.1100005,FB
2014-06-30,67.459999,68.440002,65.760002,66.290001,66.290001,127444000,67.100002,FB
2014-07-07,66.300003,66.589996,62.209999,66.339996,66.339996,232737000,64.3999975,FB
2014-07-14,67.129997,68.459999,66.040001,68.41999799999999,68.41999799999999,192935800,67.25,FB
2014-07-21,68.809998,76.739998,68.5,75.190002,75.190002,338457000,72.619999,FB
2014-07-28,75.16999799999998,75.5,71.550003,72.360001,72.360001,207429000,73.5250015,FB
2014-08-04,72.360001,74.0,71.790001,73.059998,73.059998,162092000,72.89500050000001,FB
2014-08-11,73.459999,74.650002,72.220001,73.629997,73.629997,142329600,73.4350015,FB
2014-08-18,74.0,75.58000200000002,73.57,74.57,74.57,114569000,74.57500100000001,FB
2014-08-25,74.940002,75.989998,73.730003,74.82,74.82,128238000,74.8600005,FB
2014-09-01,75.010002,77.480003,74.82,77.260002,77.260002,123520000,76.1500015,FB
2014-09-08,77.260002,78.360001,76.199997,77.480003,77.480003,145869800,77.279999,FB
2014-09-15,77.150002,78.300003,73.07,77.910004,77.910004,215816000,75.6850015,FB
2014-09-22,77.0,78.940002,75.949997,78.790001,78.790001,165860000,77.4449995,FB
2014-09-29,78.120003,79.709999,75.639999,77.440002,77.440002,184848000,77.674999,FB
2014-10-06,77.190002,77.949997,72.760002,72.910004,72.910004,168655000,75.35499949999999,FB
2014-10-13,73.230003,76.0,70.32,75.949997,75.949997,285636000,73.16,FB
2014-10-20,75.599998,80.82,75.379997,80.66999799999998,80.66999799999998,176119000,78.0999985,FB
2014-10-27,80.739998,81.160004,72.900002,74.989998,74.989998,338315000,77.030003,FB
2014-11-03,75.470001,76.800003,73.650002,75.599998,75.599998,158123000,75.2250025,FB
2014-11-10,75.360001,75.480003,73.540001,74.879997,74.879997,112752800,74.510002,FB
2014-11-17,74.879997,75.660004,72.510002,73.75,73.75,117048200,74.085003,FB
2014-11-24,73.540001,78.269997,73.349998,77.699997,77.699997,103041300,75.80999750000001,FB
2014-12-01,77.260002,77.309998,74.400002,76.360001,76.360001,103922900,75.85499999999999,FB
2014-12-08,76.18,78.879997,74.779999,77.83000200000002,77.83000200000002,144856700,76.829998,FB
2014-12-15,78.459999,80.0,74.589996,79.879997,79.879997,167712100,77.29499799999999,FB
2014-12-22,80.08000200000002,82.16999799999998,80.0,80.779999,80.779999,69594500,81.08499899999998,FB
2014-12-29,80.489998,80.959999,77.699997,78.449997,78.449997,66618400,79.32999799999999,FB
2015-01-05,77.980003,79.25,75.360001,77.739998,77.739998,121014800,77.3050005,FB
2015-01-12,77.839996,78.08000200000002,73.540001,75.18,75.18,126036300,75.81000150000001,FB
2015-01-19,75.720001,78.190002,74.82,77.83000200000002,77.83000200000002,84184300,76.505001,FB
2015-01-26,77.980003,78.470001,74.209999,75.910004,75.910004,196620200,76.34,FB
2015-02-02,76.110001,76.349998,73.75,74.470001,74.470001,125464000,75.049999,FB
2015-02-09,74.050003,76.870003,73.449997,75.739998,75.739998,88739900,75.16,FB
