Date,Open,High,Low,Close,Adj Close,Volume,Average,Ticker
2014-06-16,228.880005,235.309998,226.199997,229.589996,229.589996,13697000,230.7549975,TSLA
2014-06-23,229.50999500000003,241.880005,228.220001,239.059998,239.059998,32425000,235.050003,TSLA
2014-06-30,239.550003,244.490005,224.0,229.25,229.25,22358800,234.2450025,TSLA
2014-07-07,227.5,229.77999900000003,214.270004,218.130005,218.130005,26011500,222.02500150000003,TSLA
2014-07-14,219.990005,228.789993,213.600006,220.020004,220.020004,25869300,221.1949995,TSLA
2014-07-21,217.25,226.970001,216.720001,223.570007,223.570007,15968100,221.845001,TSLA
2014-07-28,224.25,237.5,221.039993,233.270004,233.270004,34469400,229.2699965,TSLA
2014-08-04,234.380005,256.690002,233.270004,248.130005,248.130005,33166600,244.980003,TSLA
2014-08-11,255.479996,265.640015,254.580002,262.01001,262.01001,29410700,260.1100085,TSLA
2014-08-18,263.25,267.26001,251.619995,256.77999900000003,256.77999900000003,19960900,259.4400025,TSLA
2014-08-25,258.190002,272.0,258.190002,269.700012,269.700012,20413200,265.095001,TSLA
2014-09-01,275.5,291.420013,272.51001,277.390015,277.390015,36136300,281.9650115,TSLA
2014-09-08,277.619995,285.48999,273.660004,279.200012,279.200012,20932400,279.574997,TSLA
2014-09-15,274.369995,274.399994,249.130005,259.320007,259.320007,40436700,261.7649995,TSLA
2014-09-22,255.0,256.019989,244.710007,246.600006,246.600006,26251900,250.364998,TSLA
2014-09-29,244.0,256.5,235.649994,255.210007,255.210007,29437200,246.074997,TSLA
2014-10-06,259.130005,265.540009,235.199997,236.910004,236.910004,37503500,250.370003,TSLA
2014-10-13,238.570007,238.960007,217.320007,227.479996,227.479996,43470000,228.140007,TSLA
2014-10-20,226.720001,237.800003,225.50999500000003,235.240005,235.240005,18697000,231.65499900000003,TSLA
2014-10-27,234.25,244.600006,220.309998,241.699997,241.699997,32035800,232.455002,TSLA
2014-11-03,243.0,247.559998,228.5,240.199997,240.199997,37448000,238.029999,TSLA
2014-11-10,239.110001,258.850006,236.800003,258.679993,258.679993,30733900,247.8250045,TSLA
2014-11-17,257.48999,259.98999,242.169998,242.77999900000003,242.77999900000003,27489500,251.079994,TSLA
2014-11-24,245.199997,249.720001,240.639999,244.520004,244.520004,12050400,245.18,TSLA
2014-12-01,241.160004,242.470001,222.25999500000003,223.710007,223.710007,29733300,232.364998,TSLA
2014-12-08,221.539993,224.860001,204.270004,207.0,207.0,39839400,214.5650025,TSLA
2014-12-15,209.289993,220.399994,192.649994,219.289993,219.289993,35406000,206.524994,TSLA
2014-12-22,220.0,228.5,218.25999500000003,227.820007,227.820007,13964300,223.3799975,TSLA
2014-12-29,226.899994,227.910004,213.25999500000003,219.309998,219.309998,12872200,220.5849995,TSLA
2015-01-05,214.550003,216.5,204.210007,206.660004,206.660004,22632600,210.3550035,TSLA
2015-01-12,203.050003,207.610001,185.0,193.070007,193.070007,30793100,196.3050005,TSLA
2015-01-19,193.869995,203.5,187.039993,201.289993,201.289993,16197900,195.2699965,TSLA
2015-01-26,201.830002,208.619995,196.5,203.600006,203.600006,15720200,202.5599975,TSLA
2015-02-02,203.970001,225.479996,203.300003,217.360001,217.360001,19023600,214.3899995,TSLA
2015-02-09,215.380005,220.5,193.279999,203.770004,203.770004,40472600,206.8899995,TSLA
2015-02-16,205.699997,217.600006,201.5,217.110001,217.110001,17824600,209.550003,TSLA
2015-02-23,215.660004,218.199997,201.699997,203.339996,203.339996,29349200,209.949997,TSLA
2015-03-02,202.699997,206.190002,192.149994,193.880005,193.880005,28155800,199.169998,TSLA
2015-03-09,194.389999,196.179993,187.320007,188.679993,188.679993,26826100,191.75,TSLA
2015-03-16,192.0,204.589996,189.800003,198.080002,198.080002,28013000,197.1949995,TSLA
2015-03-23,198.5,203.789993,181.399994,185.0,185.0,24656100,192.5949935,TSLA
2015-03-30,185.850006,193.759995,181.800003,191.0,191.0,23912500,187.779999,TSLA
2015-04-06,198.0,211.649994,197.5,210.899994,210.899994,30974700,204.574997,TSLA
2015-04-13,210.440002,213.0,203.5,206.789993,206.789993,12856600,208.25,TSLA
2015-04-20,206.779999,221.880005,203.850006,218.429993,218.429993,20689200,212.8650055,TSLA
2015-04-27,222.559998,238.75,220.410004,226.02999900000003,226.02999900000003,30887700,229.58000199999998,TSLA
2015-05-04,228.179993,239.5,220.25,236.610001,236.610001,29626500,229.875,TSLA
2015-05-11,236.289993,249.399994,235.309998,248.839996,248.839996,24899400,242.354996,TSLA
2015-05-18,247.0,251.0,241.369995,247.729996,247.729996,14971500,246.1849975,TSLA
2015-05-25,247.679993,252.869995,245.050003,250.800003,250.800003,14335900,248.95999899999998,TSLA
2015-06-01,251.410004,251.600006,245.679993,249.139999,249.139999,11888000,248.6399995,TSLA
2015-06-08,250.850006,258.75,248.5,250.690002,250.690002,14533200,253.625,TSLA
2015-06-15,249.699997,264.359985,246.00999500000003,262.51001,262.51001,14929500,255.18499000000003,TSLA
2015-06-22,262.149994,271.410004,255.690002,267.089996,267.089996,17531800,263.550003,TSLA
2015-06-29,261.950012,282.450012,260.700012,280.019989,280.019989,15830900,271.575012,TSLA
2015-07-06,278.880005,281.690002,254.309998,259.149994,259.149994,22393100,268.0,TSLA
2015-07-13,262.25,275.540009,256.049988,274.660004,274.660004,13509600,265.7949985,TSLA
2015-07-20,275.0,286.649994,260.859985,265.410004,265.410004,19255900,273.75498949999997,TSLA
2015-07-27,262.429993,269.359985,250.789993,266.149994,266.149994,15637300,260.074989,TSLA
2015-08-03,266.290009,271.0,236.119995,242.50999500000003,242.50999500000003,30817500,253.5599975,TSLA
2015-08-10,238.149994,247.929993,232.740005,243.149994,243.149994,21208100,240.33499899999998,TSLA
2015-08-17,255.559998,260.950012,230.50999500000003,230.770004,230.770004,26472000,245.7300035,TSLA
2015-08-24,202.789993,251.449997,195.0,248.479996,248.479996,32041600,223.2249985,TSLA
2015-08-31,245.619995,254.949997,236.970001,241.929993,241.929993,22648800,245.95999899999998,TSLA
2015-09-07,245.050003,254.25,244.050003,250.240005,250.240005,11582700,249.1500015,TSLA
2015-09-14,251.100006,265.5,249.5,260.619995,260.619995,17562900,257.5,TSLA
2015-09-21,263.980011,271.570007,255.800003,256.910004,256.910004,19607000,263.685005,TSLA
2015-09-28,257.350006,259.790009,234.929993,247.570007,247.570007,22524600,247.360001,TSLA
2015-10-05,248.839996,249.839996,218.360001,220.690002,220.690002,28020700,234.09999850000003,TSLA
2015-10-12,222.990005,230.479996,211.130005,227.00999500000003,227.00999500000003,19290900,220.8050005,TSLA
2015-10-19,226.5,231.149994,202.0,209.089996,209.089996,28583400,216.574997,TSLA
2015-10-26,211.380005,217.100006,203.889999,206.929993,206.929993,15860700,210.4950025,TSLA
2015-11-02,208.919998,234.580002,207.220001,232.360001,232.360001,31909200,220.9000015,TSLA
2015-11-09,232.990005,232.990005,206.520004,207.190002,207.190002,18161900,219.75500449999998,TSLA
2015-11-16,206.089996,226.190002,205.800003,220.00999500000003,220.00999500000003,14791100,215.9950025,TSLA
2015-11-23,217.350006,232.25,214.679993,231.610001,231.610001,10946700,223.46499649999998,TSLA
2015-11-30,231.789993,238.600006,227.660004,230.380005,230.380005,14888500,233.13000499999998,TSLA
2015-12-07,227.699997,235.630005,216.639999,217.020004,217.020004,14225300,226.135002,TSLA
2015-12-14,217.50999500000003,237.75999500000003,214.869995,230.460007,230.460007,16488600,226.314995,TSLA
