Date,Open,High,Low,Close,Adj Close,Volume,Average,Ticker
2014-06-16,92.290001,92.550003,90.900002,90.910004,83.321236,136426000,91.7250025,AAPL
2014-06-23,91.32,92.0,89.650002,91.980003,84.301926,216257000,90.825001,AAPL
2014-06-30,92.099998,94.099998,92.089996,94.029999,86.18079399999998,139062100,93.094997,AAPL
2014-07-07,94.139999,96.800003,93.519997,95.220001,87.271454,231830000,95.16,AAPL
2014-07-14,95.860001,97.099998,92.57,94.43,86.54740100000002,248970200,94.834999,AAPL
2014-07-21,94.989998,97.879997,93.720001,97.669998,89.51694499999998,276392000,95.799999,AAPL
2014-07-28,97.82,99.440002,94.809998,96.129997,88.105499,236825000,97.125,AAPL
2014-08-04,96.370003,96.580002,93.279999,94.739998,86.831535,223025000,94.9300005,AAPL
2014-08-11,95.269997,98.190002,94.839996,97.980003,90.247765,179363000,96.514999,AAPL
2014-08-18,98.489998,101.470001,97.980003,101.32,93.324173,247332000,99.72500199999999,AAPL
2014-08-25,101.790001,102.900002,100.699997,102.5,94.411041,238846000,101.7999995,AAPL
2014-09-01,103.059998,103.739998,97.790001,98.970001,91.159615,323160000,100.7649995,AAPL
2014-09-08,99.300003,103.080002,96.139999,101.660004,93.637337,462051800,99.6100005,AAPL
2014-09-15,102.809998,103.050003,98.889999,100.959999,92.992592,297352900,100.970001,AAPL
2014-09-22,101.800003,102.940002,97.720001,100.75,92.799133,338824900,100.33000150000001,AAPL
2014-09-29,98.650002,101.540001,98.040001,99.620003,91.758347,247749100,99.790001,AAPL
2014-10-06,99.949997,102.379997,98.309998,100.730003,92.780716,280258200,100.3449975,AAPL
2014-10-13,101.330002,101.779999,95.18,97.669998,89.962227,358539800,98.4799995,AAPL
2014-10-20,98.32,105.489998,98.220001,105.220001,96.916382,358532900,101.85499949999999,AAPL
2014-10-27,104.849998,108.040001,104.699997,108.0,99.476997,220230600,106.369999,AAPL
2014-11-03,108.220001,110.300003,107.720001,109.010002,100.40731,199952900,109.010002,AAPL
2014-11-10,109.019997,114.190002,108.400002,114.18,105.625313,205166700,111.29500200000001,AAPL
2014-11-17,114.269997,117.57,113.300003,116.470001,107.743759,233414700,115.4350015,AAPL
2014-11-24,116.849998,119.75,116.620003,118.93,110.019447,181873900,118.1850015,AAPL
2014-12-01,118.809998,119.25,111.269997,115.0,106.383896,266589700,115.2599985,AAPL
2014-12-08,114.099998,114.849998,109.349998,109.730003,101.508751,259868000,112.099998,AAPL
2014-12-15,110.699997,113.239998,106.260002,111.779999,103.405144,328856600,109.75,AAPL
2014-12-22,112.160004,114.519997,111.970001,113.989998,105.44957,119396500,113.244999,AAPL
2014-12-29,113.790001,114.769997,107.349998,109.330002,101.138702,152088400,111.05999750000001,AAPL
2015-01-05,108.290001,113.25,104.629997,112.010002,103.61792,283252500,108.9399985,AAPL
2015-01-12,112.599998,112.800003,105.199997,105.989998,98.048943,303607000,109.0,AAPL
2015-01-19,107.839996,113.75,106.5,112.980003,104.515251,198737000,110.125,AAPL
2015-01-26,113.739998,120.0,109.029999,117.160004,108.382065,465842700,114.5149995,AAPL
2015-02-02,118.050003,120.510002,116.080002,118.93,110.019447,270757300,118.295002,AAPL
2015-02-09,118.550003,127.480003,118.43,127.080002,118.022797,303206800,122.95500150000001,AAPL
2015-02-16,127.489998,129.5,126.919998,129.5,120.270302,194354900,128.209999,AAPL
2015-02-23,130.020004,133.600006,126.610001,128.46000700000002,119.304436,368216200,130.1050035,AAPL
2015-03-02,129.25,130.279999,125.760002,126.599998,117.577003,246938500,128.0200005,AAPL
2015-03-09,127.959999,129.570007,121.629997,123.589996,114.781525,326514100,125.600002,AAPL
2015-03-16,123.879997,129.25,122.870003,125.900002,116.926895,266672900,126.0600015,AAPL
2015-03-23,127.120003,128.03999299999998,122.599998,123.25,114.465752,209326300,125.31999549999999,AAPL
2015-03-30,124.050003,126.489998,123.099998,125.32,116.38823700000002,162031800,124.79499799999999,AAPL
2015-04-06,124.470001,128.119995,124.330002,127.099998,118.041359,182207500,126.2249985,AAPL
2015-04-13,128.369995,128.570007,124.459999,124.75,115.858849,171186100,126.51500300000001,AAPL
2015-04-20,125.57,130.630005,125.169998,130.279999,120.994698,207440700,127.9000015,AAPL
2015-04-27,132.309998,134.53999299999998,124.580002,128.949997,119.759514,420972300,129.55999749999998,AAPL
2015-05-04,129.5,130.570007,123.360001,127.620003,118.524307,271892000,126.965004,AAPL
2015-05-11,127.389999,129.490005,124.82,128.770004,120.09188799999998,208301500,127.1550025,AAPL
2015-05-18,128.380005,132.970001,128.360001,132.53999299999998,123.607811,217297400,130.66500100000002,AAPL
2015-05-25,132.600006,132.910004,129.119995,130.279999,121.500092,198148600,131.0149995,AAPL
2015-06-01,130.279999,131.389999,128.360001,128.649994,119.979965,170746700,129.875,AAPL
2015-06-08,128.899994,130.179993,125.620003,127.169998,118.599716,220114600,127.899998,AAPL
2015-06-15,126.099998,128.309998,125.709999,126.599998,118.068138,198525200,127.0099985,AAPL
2015-06-22,127.489998,129.800003,126.510002,126.75,118.208008,195594000,128.1550025,AAPL
2015-06-29,125.459999,126.940002,124.480003,126.440002,117.91891499999998,150981900,125.7100025,AAPL
2015-07-06,124.940002,126.230003,119.220001,123.279999,114.97186299999998,274944900,122.72500199999999,AAPL
2015-07-13,125.029999,129.619995,124.32,129.619995,120.884575,189244900,126.96999749999999,AAPL
2015-07-20,130.970001,132.970001,121.989998,124.5,116.10965,344269000,127.47999949999999,AAPL
2015-07-27,123.089996,123.910004,120.910004,121.300003,113.125298,191598600,122.410004,AAPL
2015-08-03,121.5,122.57,112.099998,115.519997,107.734833,385000600,117.334999,AAPL
2015-08-10,116.529999,119.989998,109.629997,115.959999,108.634697,344717200,114.80999750000001,AAPL
2015-08-17,116.040001,117.650002,105.650002,105.760002,99.079048,319668200,111.650002,AAPL
2015-08-24,94.870003,113.309998,92.0,113.290001,106.133369,500363000,102.654999,AAPL
2015-08-31,112.029999,114.529999,107.360001,109.269997,102.367294,298194200,110.945,AAPL
2015-09-07,111.75,114.209999,109.769997,114.209999,106.99523899999998,252662700,111.989998,AAPL
2015-09-14,116.580002,116.889999,111.870003,113.449997,106.283257,277276000,114.380001,AAPL
2015-09-21,113.669998,116.690002,112.370003,114.709999,107.463654,242696300,114.5300025,AAPL
2015-09-28,113.849998,114.57,107.309998,110.379997,103.407196,313896300,110.939999,AAPL
2015-10-05,109.879997,112.279999,108.209999,112.120003,105.03727,261772800,110.244999,AAPL
2015-10-12,112.730003,112.75,109.559998,111.040001,104.025505,184885000,111.154999,AAPL
2015-10-19,110.800003,119.230003,110.110001,119.080002,111.557602,221354200,114.670002,AAPL
2015-10-26,118.080002,121.220001,113.989998,119.5,111.95108,322362200,117.60499949999999,AAPL
2015-11-02,120.800003,123.82,119.610001,121.059998,113.412529,195203400,121.7150005,AAPL
2015-11-09,120.959999,121.809998,112.269997,112.339996,105.693871,216555300,117.0399975,AAPL
2015-11-16,111.379997,119.919998,111.0,119.300003,112.242119,189981200,115.45999900000001,AAPL
2015-11-23,119.269997,119.730003,117.120003,117.809998,110.840263,109720400,118.425003,AAPL
2015-11-30,117.989998,119.410004,114.220001,119.029999,111.988083,206765800,116.81500249999999,AAPL
2015-12-07,118.980003,119.860001,112.849998,113.18,106.484169,188745500,116.35499949999999,AAPL
2015-12-14,112.18,112.800003,105.809998,106.029999,99.757187,315106400,109.3050005,AAPL
2015-12-21,107.279999,109.0,105.57,108.029999,101.638863,126607800,107.285,AAPL
2015-12-28,107.589996,109.43,104.82,105.260002,99.03273,123484500,107.125,AAPL
2016-01-04,102.610001,105.849998,96.43,96.959999,91.22377,343790200,101.139999,AAPL
2016-01-11,98.970001,101.190002,95.360001,97.129997,91.383713,303513300,98.2750015,AAPL
2016-01-18,98.410004,101.459999,93.419998,101.419998,95.419914,243384100,97.4399985,AAPL
2016-01-25,101.519997,101.529999,92.389999,97.339996,91.581261,380336500,96.95999900000001,AAPL
2016-02-01,96.470001,97.330002,93.690002,94.019997,88.457695,217154800,95.510002,AAPL
2016-02-08,93.129997,96.349998,92.589996,93.989998,88.909309,231122300,94.469997,AAPL
2016-02-15,95.019997,98.889999,94.610001,96.040001,90.848495,168316300,96.75,AAPL
2016-02-22,96.309998,98.019997,93.32,96.910004,91.671463,159052900,95.66999849999999,AAPL
2016-02-29,96.860001,103.75,96.650002,103.010002,97.441711,201803800,100.200001,AAPL
2016-03-07,102.389999,102.830002,100.150002,102.260002,96.732269,155514300,101.490002,AAPL
2016-03-14,101.910004,106.5,101.779999,105.919998,100.194412,182073200,104.1399995,AAPL
2016-03-21,105.93,107.650002,104.889999,105.669998,99.957932,119783600,106.27000050000001,AAPL
2016-03-28,106.0,110.419998,104.879997,109.989998,104.044418,147965000,107.64999750000001,AAPL
2016-04-04,110.419998,112.190002,108.120003,108.660004,102.786316,145722600,110.1550025,AAPL
2016-04-11,108.970001,112.389999,108.660004,109.849998,103.911995,162310000,110.5250015,AAPL
2016-04-18,108.889999,108.949997,104.620003,105.68,99.9674,189065500,106.785,AAPL
2016-04-25,105.0,105.650002,92.510002,93.739998,88.67282900000002,349424100,99.08000200000001,AAPL
