Date,Open,High,Low,Close,Adj Close,Volume
2018-12-24,1059.500000,1064.229980,1042.000000,1046.680054,1046.680054,1719900
2018-12-31,1057.829956,1080.000000,1022.369995,1078.069946,1078.069946,7646000
2019-01-07,1080.969971,1093.349976,1056.430054,1064.469971,1064.469971,8366000
2019-01-14,1053.339966,1118.000000,1048.550049,1107.300049,1107.300049,8703800
2019-01-21,1096.000000,1103.359985,1067.569946,1101.510010,1101.510010,5860000
2019-01-28,1090.069946,1134.400024,1066.020020,1118.619995,1118.619995,7591900
2019-02-04,1119.010010,1154.000000,1093.589966,1102.380005,1102.380005,13451200
2019-02-11,1103.750000,1142.849976,1100.000000,1119.630005,1119.630005,6525400
2019-02-18,1116.640015,1130.930054,1097.979980,1116.560059,1116.560059,5438900
2019-02-25,1121.930054,1150.000000,1106.699951,1148.520020,1148.520020,7241700
2019-03-04,1154.560059,1176.489990,1130.199951,1149.969971,1149.969971,7647600
2019-03-11,1152.000000,1207.119995,1151.569946,1190.300049,1190.300049,8866400
2019-03-18,1189.689941,1236.439941,1181.479980,1207.650024,1207.650024,7915500
2019-03-25,1199.560059,1209.439941,1163.430054,1176.890015,1176.890015,7052400
2019-04-01,1187.540039,1220.599976,1186.359985,1211.449951,1211.449951,5461000
2019-04-08,1211.109985,1223.050049,1198.380005,1222.729980,1222.729980,4911900
2019-04-15,1224.089966,1245.939941,1214.560059,1241.469971,1241.469971,5076700
2019-04-22,1236.670044,1278.910034,1233.369995,1277.420044,1277.420044,6646000
2019-04-29,1280.510010,1296.969971,1158.329956,1189.550049,1189.550049,18328600
2019-05-06,1172.000000,1195.430054,1146.369995,1167.640015,1167.640015,7755200
2019-05-13,1145.239990,1194.160034,1121.400024,1168.780029,1168.780029,10299500
2019-05-20,1153.000000,1163.780029,1133.160034,1138.609985,1138.609985,5687900
2019-05-27,1141.479980,1156.489990,1103.349976,1106.500000,1106.500000,5342400
2019-06-03,1066.930054,1073.430054,1027.030029,1068.369995,1068.369995,13861900
2019-06-10,1077.000000,1104.010010,1069.599976,1086.300049,1086.300049,6554200
2019-06-17,1089.099976,1126.569946,1088.000000,1125.369995,1125.369995,7790100
2019-06-24,1120.000000,1123.569946,1073.689941,1076.630005,1076.630005,5732200
