Date,Open,High,Low,Close,Adj Close,Volume
2018-12-24,323.100006,336.239990,318.410004,333.869995,333.869995,9939000
2018-12-31,337.790009,339.209991,297.380005,317.690002,317.690002,32309400
2019-01-07,321.720001,348.410004,317.750000,347.260010,347.260010,31088100
2019-01-14,342.380005,352.000000,299.730011,302.260010,302.260010,43823100
2019-01-21,304.820007,308.000000,279.279999,297.040009,297.040009,39858500
2019-01-28,292.910004,316.100006,287.750000,312.209991,312.209991,42147900
2019-02-04,312.980011,324.239990,298.500000,305.799988,305.799988,31498200
2019-02-11,311.600006,318.600006,301.000000,307.880005,307.880005,26894600
2019-02-18,306.559998,311.540009,290.500000,294.709991,294.709991,25960300
2019-02-25,297.910004,320.000000,288.769989,294.790009,294.790009,59825000
2019-03-04,298.119995,299.000000,270.100006,284.140015,284.140015,64436600
2019-03-11,283.519989,295.390015,274.399994,275.429993,275.429993,43630000
2019-03-18,276.000000,278.049988,263.459991,264.529999,264.529999,43682500
2019-03-25,259.709991,280.329987,254.460007,279.859985,279.859985,39110500
2019-04-01,282.619995,296.170013,260.589996,274.959991,274.959991,58278200
2019-04-08,277.690002,281.160004,265.600006,267.700012,267.700012,39957600
2019-04-15,268.630005,275.000000,258.630005,273.260010,273.260010,28314300
2019-04-22,269.000000,269.679993,231.130005,235.139999,235.139999,78028600
2019-04-29,235.860001,256.609985,231.500000,255.029999,255.029999,78749600
2019-05-06,250.020004,258.350006,236.020004,239.520004,239.520004,40861400
2019-05-13,232.009995,234.500000,208.919998,211.029999,211.029999,50653200
2019-05-20,202.800003,207.399994,186.220001,190.630005,190.630005,97899000
2019-05-27,191.199997,195.000000,184.100006,185.160004,185.160004,40614700
2019-06-03,185.509995,211.000000,176.990005,204.500000,204.500000,76628400
2019-06-10,210.250000,223.380005,207.509995,214.919998,214.919998,53037700
2019-06-17,215.479996,234.740005,214.270004,221.860001,221.860001,51673300
2019-06-24,223.240005,227.229996,217.350006,222.839996,222.839996,26769200
